 사업장명,소재지역,소재지,위도,경도,업종,기업규모,임금,일생활균형,고용안정,비고
(주)코마츠코리아,서울특별시 ,"서울특별시 마포구 마포대로 53, A동 1007호 (도화동, 마포트라팰리스)",37.5413911,126.9470437,도매 및 소매업,중소기업 20,0,0,1,1
(주)코어트러스트,서울특별시 ,"서울특별시 구로구 디지털로34길 55 , 307호(구로동, 코오롱싸이언스밸리2차)",37.4842333,126.8992725,정보통신업,중소기업 35,1,1,1,3
(주)콜텍,서울특별시 ,"서울특별시 강서구 화곡로61길 59 (등촌동, 그린빌딩)",37.5576169,126.8490657,제조업,중견기업 65,1,0,1,2
(주)큐빅테크,서울특별시 ,"서울특별시 구로구 디지털로 272, 301호(구로동, 한신IT타워) ",37.4824724,126.894424,정보통신업,중소기업 52,1,0,1,2
(주)크로니아이티,서울특별시 ,"서울특별시 송파구 중대로 113, 전기회관 5층",37.4939614,127.1208265,정보통신업,중소기업 49,1,0,1,2
(주)큰사람,서울특별시 ,"서울특별시 구로구 디지털로26길 61, 1303호 (구로동, 에이스하이엔드타워2차)",37.48076,126.89565,정보통신업,중소기업 69,0,1,1,2
(주)클라모스,서울특별시 ,"서울특별시 구로구 디지털로242, 한화비즈메트로1차 708호, 709호",37.48065,126.893436,정보통신업,중소기업 15,0,1,0,1
(주)클루닉스,서울특별시 ,"서울특별시 영등포구 경인로 775, 1동 1206호 (문래동3가, 에이스하이테크시티)",37.5143974,126.8993822,정보통신업,중소기업 49,1,0,1,2
(주)타임게이트,서울특별시 ,"서울특별시 성동구 아차산로 17, 서울숲 L타워 11층",37.5478138,127.0464734,정보통신업,중소기업 154,1,0,1,2
(주)태웅로직스,서울특별시 ,"서울특별시 강남구 테헤란로37길 13-6, 9층(역삼동, 태웅빌딩)",37.5030649,127.0401631,기타,중견기업 307,1,1,1,3
(주)태조엔지니어링,서울특별시 ,"서울특별시 송파구 백제고분로 503(방이동, 유정빌딩)",37.5153294,127.1148544,"전문, 과학 및 기술 서비스업",중소기업 272,1,1,1,3
(주)토마토시스템,서울특별시 ,"서울특별시 강남구 논현로128길 5, 장뻘빌딩 5,6,8층",37.5135827,127.0316499,정보통신업,중소기업 215,0,1,1,2
(주)토미구조엔지니어링,서울특별시 ,"서울특별시 구로구 디지털로31길 41, 508호 (구로동, 이앤씨벤처드림타워6차)",37.4851381,126.8927305,"전문, 과학 및 기술 서비스업",중소기업 14,0,1,1,2
(주)투씨에스지,서울특별시 ,"서울특별시 영등포구 국제금융로 70, 17층(여의도동, 미원빌딩)",37.5214625,126.9306592,정보통신업,중소기업 69,1,1,1,3
(주)투와이드컴퍼니,서울특별시 ,"서울특별시 강남구 남부순환로351길 19, 4층,6층 (도곡동)",37.48601,127.0341035,정보통신업,중소기업 69,0,0,1,1
(주)트랜서핑,서울특별시 ,서울특별시 종로구 율곡로5길 12-2(안국동),37.5771421,126.9852892,도매 및 소매업,중소기업 20,1,1,1,3
(주)트루엔,서울특별시 ,"서울특별시 구로구 디지털로33길 28, 1309호 (구로동, 우림이비지센터1차)",37.4869767,126.8952883,제조업,중소기업 99,1,1,0,2
(주)트리플하이엠,서울특별시 ,"서울특별시 금천구 디지털로121, 에이스가산타워 10층",37.4760213,126.8801122,"전문, 과학 및 기술 서비스업",중소기업 139,0,1,1,2
(주)티오이십일,서울특별시 ,"서울특별시 서초구 서초대로 350, 2층(서초동, 서초동동아빌라트)",37.4951551,127.0198169,정보통신업,중소기업 67,1,0,1,2
(주)팀버라인,서울특별시 ,"서울특별시 중구 퇴계로 235, 314호 (충무로4가, 남산 센트럴 자이)",37.5624966,126.9978276,기타,중소기업 37,0,0,1,1
(주)파코인터내셔날,서울특별시 ,서울특별시 서초구 반포대로 54 문창빌딩 7층,37.4854342,127.011163,도매 및 소매업,중소기업 34,0,1,0,1
(주)펨트론,서울특별시 ,"서울특별시 금천구 가산디지털1로 219, 1406호(가산동, 벽산디지털밸리6차)",37.4844389,126.8789745,제조업,중소기업 178,1,1,1,3
(주)포인트모바일,서울특별시 ,"서울특별시 금천구 디지털로9길 32 (가산동, 갑을그레이트밸리 B동 9층)",37.4794444,126.8875,제조업,중소기업 151,1,1,1,3
(주)플래티어,서울특별시 ,"서울특별시 송파구 법원로9길 26, D동 6층 (문정동, 에이치비지니스파크)",37.51492,127.10438,정보통신업,중소기업 233,1,1,0,2
(주)플립커뮤니케이션즈,서울특별시 ,"서울특별시 강남구 도산대로24길 7, 효진빌딩 3층",37.518363,127.0268585,정보통신업,중소기업 103,0,1,0,1
(주)피앰아이,서울특별시 ,"서울특별시 서초구 강남대로91길 16, 2층(잠원동, 서린빌딩)",37.5121342,127.0197895,"전문, 과학 및 기술 서비스업",중소기업 57,1,0,1,2
(주)한국경제티브이,서울특별시 ,"서울특별시 영등포구 버드나루로 84, 11층(영등포동7가, 제일빌딩)",37.5257052,126.9093385,정보통신업,중견기업 219,1,1,0,2
(주)한국금융아이티,서울특별시 ,"서울특별시 영등포구 여의대방로69길 23, 4층(여의도동, 한국금융IT빌딩)",37.5208986,126.9300778,정보통신업,중소기업 54,1,1,1,3
(주)한국리서치,서울특별시 ,"서울특별시 강남구 봉은사로 179, H-TOWER 7층",37.507432,127.0333898,"전문, 과학 및 기술 서비스업",중소기업 157,1,1,0,2
(주)한국아브노바,서울특별시 ,"서울특별시 영등포구 당산로41길 11, SK V1센터 E동 302호",37.5308096,126.8983384,도매 및 소매업,중소기업 76,1,1,0,2
(주)한국해사기술,서울특별시 ,"서울특별시 강남구 학동로 175, 5층(논현동, 미디어센터)",37.5140226,127.0300222,"전문, 과학 및 기술 서비스업",중소기업 112,1,1,1,3
(주)한일프로텍,서울특별시 ,"서울특별시 구로구 디지털로 288, 309~313호 (대륭포스트타워1차)",37.4835267,126.8954883,도매 및 소매업,중소기업 26,0,1,1,2
(주)해양정보기술,서울특별시 ,"서울특별시 금천구 가산디지털2로 14, 1310호 (가산동, 대륭테크노타운12차)",37.4696316,126.8842557,"전문, 과학 및 기술 서비스업",중소기업 60,1,1,0,2
(주)휴노,서울특별시 ,"서울특별시 마포구 마포대로 109, 101동 1002~1004호 (공덕동, 롯데캐슬프레지던트)",37.5448909,126.9506066,정보통신업,중소기업 99,0,1,1,2
(주)휴레이포지티브,서울특별시 ,"서울특별시 강남구 봉은사로 509, 4층(삼성동, 수당빌딩)",37.5135506,127.054597,정보통신업,중소기업 22,1,1,1,3
(주)휴먼코퍼레이션,서울특별시 ,서울특별시 송파구 가락로 36 (석촌동),37.503517,127.1035697,제조업,중소기업 16,0,0,1,1
고려기프트 주식회사,서울특별시 ,서울특별시 도봉구 도봉로191가길 8 (도봉동),37.691074,127.0409506,도매 및 소매업,중소기업 62,0,0,1,1
글로벌엔지니어링(주),서울특별시 ,"서울특별시 금천구 디지털로 130, 1003,1005,1006호(가산동, 남성프라자)",37.4754508,126.8817091,제조업,중소기업 23,1,1,1,3
기산전자(주),서울특별시 ,서울특별시 성동구 성수이로20길 35 (성수동2가),37.542771,127.0606285,제조업,중소기업 133,1,1,0,2
나인원소프트 주식회사 ,서울특별시 ,"서울특별시 성동구 상원1길 26, 711호(성수동1가, 서울숲A타워)",37.5461925,127.0481679,정보통신업,중소기업 26,1,0,1,2
넥스엔정보기술(주),서울특별시 ,"서울특별시 강남구 테헤란로 151, 4층 411호(역삼동, 역삼하이츠빌딩)",37.5009452,127.0361278,정보통신업,중소기업 17,1,1,1,3
넥시큐어시스템테크놀로지(주),서울특별시 ,"서울특별시 영등포구 국회대로68길 11, 401호 (여의도동, 삼보호정빌딩)",37.5291772,126.9196429,정보통신업,중소기업 27,0,0,1,1
노아에이티에스(주),서울특별시 ,"서울특별시 종로구 종로5길 68, 5층(수송동, 코리안리빌딩)",37.5732505,126.9801974,정보통신업,중소기업 152,1,0,1,2
니트로소프트 주식회사->직스테크놀로지,서울특별시 ,"서울특별시 강남구 도산대로4길 13 (논현동, 대기빌딩 3층)",37.5156778,127.0213856,정보통신업,중소기업 15,1,0,0,1
다보오에스티 주식회사,서울특별시 ,"서울특별시 금천구 가산디지털2로 115, 610호 (가산동, 대륭테크노타운3차)",37.4780715,126.8791907,도매 및 소매업,중소기업 27,1,0,1,2
다보코퍼레이션 주식회사,서울특별시 ,"서울특별시 금천구 가산디지털2로 115, 909호 (가산동, 대륭테크노타운3차)",37.4780715,126.8791907,도매 및 소매업,중소기업 40,0,0,1,1
대신통신기술(주),서울특별시 ,"서울특별시 영등포구 버드나루로 9, 3~4층(영등포동2가, 천일빌딩)",37.5196505,126.912255,기타,중소기업 98,0,1,1,2
동문이엔티(주),서울특별시 ,"서울특별시 구로구 디지털로 33길, 12 우림2차 501-505호",37.486541,126.8960952,도매 및 소매업,중소기업 86,1,1,1,3
동양방식(주),서울특별시 ,"서울특별시 중구 퇴계로 213, (충무로4가, 일흥빌딩)",37.561869,126.995468,기타,중소기업 54,1,0,0,1
디딤365 주식회사,서울특별시 ,"서울특별시 금천구 디지털로9길 68, 2006~2010호(가산동, 대륭포스트타워 5차)",37.4808988,126.8863264,정보통신업,중소기업 133,1,1,1,3
디지털퍼스트 주식회사 ,서울특별시 ,"서울특별시 강남구 테헤란로5길 7, KG타워 13층",37.4992336,127.0292477,"전문, 과학 및 기술 서비스업",중소기업 174,1,0,0,1
라온시큐어(주),서울특별시 ,"서울특별시 강남구 테헤란로 145, 11~13층, 16~18층 (역삼동, 우신빌딩)",37.5006707,127.0351734,정보통신업,중소기업 181,1,1,0,2
리눅스웨어 주식회사->㈜메일플러그,서울특별시 ,"서울특별시 강남구 테헤란로78길 16, 8층(대치동, 노벨빌딩)",37.5050626,127.0553827,정보통신업,중소기업 90,1,1,1,3
리얼타임비쥬얼(주),서울특별시 ,"서울특별시 마포구 월드컵북로 396, 연구개발타워 803호(상암동, 누리꿈스퀘어)",37.5791192,126.8902941,정보통신업,중소기업 27,1,1,1,3
린데코리아 주식회사,서울특별시 ,"서울특별시 강남구 테헤란로98길 8, KT&G 대치타워 5층",37.5076557,127.0620505,제조업,중견기업 421,1,1,0,2
말랑 주식회사,서울특별시 ,"서울특별시 성동구 뚝섬로1길 31, 서울숲M타워 13층 1303호",37.5439991,127.0465742,정보통신업,중소기업 10,1,1,1,3
모락스트레이딩(주),서울특별시 ,"서울특별시 중구 서소문로 116 (서소문동, 유원빌딩)",37.5627296,126.9739978,제조업,중소기업 70,1,0,0,1
바로선병원,서울특별시 ,서울특별시 도봉구 도봉로 628,37.6603036,127.0420955,기타,중소기업 200,1,1,0,2
반디에스앤씨 주식회사,서울특별시 ,"서울특별시 강남구 언주로 432-8, 8층(역삼동, 다보빌딩)",37.5019973,127.043961,정보통신업,중소기업 20,0,0,1,1
뱅크웨어글로벌 주식회사,서울특별시 ,"서울특별시 중구 통일로 86 , 312호(순화동, 바비엥3차)",37.5631121,126.9696446,정보통신업,중소기업 383,1,0,0,1
법무법인 비트,서울특별시 ,"서울특별시 강남구 영동대로 735, 9층(청담동)",37.5221583,127.0478749,"전문, 과학 및 기술 서비스업",중소기업 21,0,0,1,1
베렉스 주식회사,서울특별시 ,"서울특별시 강남구 삼성로67길 6, 301호 (대치동)",37.5013218,127.0589211,"전문, 과학 및 기술 서비스업",중소기업 27,0,0,1,1
보나뱅크 주식회사,서울특별시 ,"서울특별시 금천구 범안로 1130, 1401호(가산동, 디지털엠파이어빌딩)",37.465603,126.8876967,정보통신업,중소기업 50,1,1,1,3
복정제형(주),서울특별시 ,서울특별시 마포구 새창로4라길 7 (도화동),37.5409703,126.9516042,도매 및 소매업,중소기업 232,1,0,1,2
브레인즈컴퍼니 주식회사,서울특별시 ,"서울특별시 성동구 성수이로87, 5층~8층(성수2가, 성문빌딩)",37.5426988,127.0562037,정보통신업,중소기업 101,1,1,1,3
비컴솔루션 주식회사 ,서울특별시 ,"서울특별시 강남구 도곡로2길 10, 6층 (도곡동, 뱅뱅별관)",37.4890286,127.0327981,정보통신업,중소기업 98,0,0,1,1
사단법인 한국건물에너지기술원,서울특별시 ,"서울특별시 서초구 반포대로30길 81, 8층(서초동, 웅진타워)",37.4928424,127.0129295,"전문, 과학 및 기술 서비스업",중소기업 130,0,0,1,1
삼정데이타서비스(주),서울특별시 ,"서울특별시 구로구 디지털로 306 , 4층 416호,417호,421호(구로동, 대륭포스트타워2차)",37.4858838,126.8973216,정보통신업,중소기업 74,1,0,1,2
서울향료(주),서울특별시 ,서울특별시 서초구 신반포로 306,37.5095804,127.0173797,제조업,중소기업 120,0,0,1,1
선광엘티아이 주식회사,서울특별시 ,"서울특별시 강남구 도곡로 231, 5층 (역삼동, 성보빌딩)",37.4935704,127.0439328,제조업,중소기업 41,0,0,1,1
세기정보통신(주),서울특별시 ,"서울특별시 구로구 디지털로 272, 1213호(구로동, 한신아이티타워)",37.4824724,126.894424,정보통신업,중소기업 85,0,0,1,1
세리정보기술(주),서울특별시 ,"서울특별시 영등포구 영신로 220, 1810호 (KnK디지털타워) ",37.526554,126.904299,정보통신업,중소기업 130,1,1,0,2
세인관세법인,서울특별시 ,"서울특별시 강남구 언주로725, 동관 5~6층(논현동, 보전빌딩) ",37.5191805,127.0341598,기타,중소기업 186,0,1,1,2
스튜디오씨드코리아 주식회사,서울특별시 ,"서울특별시 서초구 서초대로78길 22 , 610호(서초동, 홍우제2빌딩)",37.4957685,127.0275363,정보통신업,중소기업 60,1,1,1,3
시앤피컨설팅 주식회사,서울특별시 ,"서울특별시 금천구 가산디지털1로 131, B동 10202호 (가산동, BYC HIGHCITY)",37.4769739,126.8823128,"전문, 과학 및 기술 서비스업",중소기업 82,1,1,0,2
썬덴코리아 주식회사,서울특별시 ,"서울특별시 송파구 송파대로 167, B동 1213호 (문정동, 문정역테라타워)",37.484765,127.1211569,제조업,중소기업 30,1,0,0,1
씨이에프건설(주),서울특별시 ,"서울특별시 강남구 논현로30길 24, 3층 301호(도곡동, 대호빌딩)",37.4838609,127.0440678,기타,중소기업 41,1,0,0,1
아이낸스(주),서울특별시 ,"서울특별시 영등포구 여의대방로69길 23, 6층 (여의도동, 한국금융IT빌딩)",37.5208986,126.9300778,정보통신업,중소기업 20,0,1,0,1
아이리노테크 주식회사,서울특별시 ,"서울특별시 구로구 디지털로 271, 408호 (구로동, 벽산디지털밸리Ⅲ)",37.4831253,126.8937032,도매 및 소매업,중소기업 15,0,0,1,1
알리코제약(주),서울특별시 ,서울특별시 서초구 바우뫼로 27길 7-21,37.476474,127.0357491,도매 및 소매업,중소기업 184,1,1,1,3
알서포트 주식회사,서울특별시 ,"서울특별시 송파구 위례성대로 10, 8층~12층(방이동, 에스타워)",37.5166833,127.1134764,"전문, 과학 및 기술 서비스업",중소기업 305,1,1,1,3
어드밴텍케이알(주),서울특별시 ,"서울특별시 강서구 강서로 468, 1202호(등촌동, 테크노타워)",37.5671533,126.8414978,제조업,중견기업 116,1,1,1,3
에스큐아이소프트(주),서울특별시 ,"서울특별시 영등포구 선유로3길 10, 13층(문래동5가, 하우스디 비즈)",37.515939,126.8867611,정보통신업,중소기업 175,1,0,0,1
에스큐엔지니어링(주),서울특별시 ,"서울특별시 송파구 중대로 212, 드림빌딩 4층 (가락동)",37.5006284,127.1272888,"전문, 과학 및 기술 서비스업",중소기업 169,1,1,0,2
에이스바이오팜 주식회사,서울특별시 ,"서울특별시 서초구 동산로8길 41, 4층 (양재동, 성현빌딩)",37.4703049,127.0457791,도매 및 소매업,중소기업 73,1,1,1,3
엘앤피코스메틱(주),서울특별시 ,"서울특별시 강서구 공항대로 516 (등촌동, 메디힐빌딩)",37.5512894,126.8634236,도매 및 소매업,중견기업 166,1,1,1,3
엠아이큐브솔루션 주식회사,서울특별시 ,"서울특별시 서초구 남부순환로 2419, 2층, 3층(서초동, 아트빌딩)",37.4814785,127.0150003,정보통신업,중소기업 179,1,1,1,3
엠투엠글로벌 주식회사,서울특별시 ,"서울특별시 구로구 디지털로33길 50, 403호 (구로동, 벽산디지털밸리7차)",37.4875117,126.8940049,정보통신업,중소기업 70,0,0,1,1
엠포플러스(주),서울특별시 ,"서울특별시 성동구 아차산로17길 48, SK V1 센터 1동 1619호",37.5476689,127.0465524,정보통신업,중소기업 26,0,1,1,2
오브젠 주식회사,서울특별시 ,"서울특별시 영등포구 여의대로 14, 12층 (여의도동, KT여의도지점)",37.5215802,126.9191389,정보통신업,중소기업 183,1,0,0,1
오아 주식회사,서울특별시 ,서울특별시 서초구 효령로46길 97,37.4790472,127.0089313,도매 및 소매업,중소기업 170,1,0,1,2
온라인바다(주),서울특별시 ,"서울특별시 금천구 서부샛길 606, B동 2703호 (가산동, 대성디폴리스지식산업센터)",37.47927853,126.8763739,정보통신업,중소기업 12,0,1,0,1
요다정보기술 주식회사 ,서울특별시 ,"서울특별시 구로구 디지털로34길 27, 1110호 (구로동, 대륭포스트타워3차)",37.4854799,126.8981862,정보통신업,중소기업 82,0,1,0,1
우리올제시스템(주),서울특별시 ,"서울특별시 강서구 양천로 583, B동 2302호 (염창동, 우림블루나인비즈니스센터)",37.556904,126.8642901,도매 및 소매업,중소기업 26,0,0,1,1
위시컴퍼니(주),서울특별시 ,"서울특별시 강남구 테헤란로 211, 한국고등교육재단 14층",37.5018802,127.0392296,도매 및 소매업,중소기업 89,1,1,1,3
유비벨록스(주),서울특별시 ,"서울특별시 구로구 디지털로31길 12, 14층(구로동, 태평양물산)",37.4851811,126.8951168,정보통신업,중견기업 288,1,1,0,2
유비씨엔(주),서울특별시 ,"서울특별시 금천구 가산디지털1로 212, 710호(가산동, 코오롱디지털타워애스턴)",37.4843157,126.8805164,정보통신업,중소기업 30,1,1,1,3
유한회사 싸카,서울특별시 ,서울특별시 중구 을지로 252-1(을지로6가),37.5671513,127.0045334,도매 및 소매업,중소기업 54,0,1,1,2
이노테크놀로지 주식회사,서울특별시 ,"서울특별시 금천구 가산디지털2로 184, 1112~1113호 (가산동, 벽산디지털밸리2차)",37.4839124,126.8780977,도매 및 소매업,중소기업 61,0,0,1,1
이앤에스글로벌 주식회사,서울특별시 ,"서울특별시 강남구 선릉로 433, 본관 3층(역삼동, 세방빌딩)",37.50375,127.0488959,"전문, 과학 및 기술 서비스업",중소기업 46,1,1,1,3
이에스콘트롤스(주),서울특별시 ,서울특별시 강남구 언주로94길 9-1 (역삼동),37.5046691,127.0427643,제조업,중소기업 18,0,0,1,1
이지케어텍(주),서울특별시 ,"서울특별시 중구 퇴계로 307, 광희빌딩 4층",37.5642644,127.005714,정보통신업,중견기업 450,1,1,0,2
인솔 주식회사,서울특별시 ,"서울특별시 강동구 양재대로 85길 17, 만성재빌딩 4",37.5243466,127.1336071,"전문, 과학 및 기술 서비스업",중소기업 66,1,1,1,3
인프라닉스(주),서울특별시 ,"서울특별시 서초구 서초중앙로 66, 5층(서초동, 서초빌딩)",37.4876864,127.0150636,정보통신업,중소기업 24,1,0,0,1
쟈베스코리아전자(주),서울특별시 ,서울특별시 금천구 독산로 255,37.4696018,126.9022365,제조업,중소기업 64,0,1,0,1
주식회사 가인지캠퍼스,서울특별시 ,"서울특별시 마포구 토정로 12-3, 4층 (합정동)",37.5454361,126.9124722,도매 및 소매업,중소기업 29,0,1,1,2
주식회사 날리지큐브,서울특별시 ,"서울특별시 강남구 도곡로 205, 3층(역삼동, 원경빌딩)",37.493073,127.0412545,정보통신업,중소기업,1,1,1,3
주식회사 네오크레마,서울특별시 ,"서울특별시 송파구 중대로 211(가락동, 나은빌딩)",37.5007979,127.126684,제조업,중소기업 66,1,1,1,3
주식회사 넷앤드,서울특별시 ,"서울특별시 영등포구 의사당대로1길 25, 하남빌딩 10층",37.5200129,126.9298731,정보통신업,중소기업 145,1,1,1,3
주식회사 노버스메이,서울특별시 ,서울특별시 송파구 마천로39길 33(마천동),37.499283,127.148603,도매 및 소매업,중소기업 33,1,1,1,3
주식회사 뉴본홀딩스,서울특별시 ,서울특별시 강남구 테헤란로28길 41(역삼동),37.4984272,127.0398289,"전문, 과학 및 기술 서비스업",중소기업 41,0,0,1,1
주식회사 님버스네트웍스,서울특별시 ,"서울특별시 구로구 디지털로306, 11층 1108호(구로동, 대륭포스터타워2차)",37.4858838,126.8973216,정보통신업,중소기업 32,0,0,1,1
주식회사 다이나톤,서울특별시 ,"서울특별시 구로구 디지털로 288, 대륭포스트타워1차 1701호",37.4835267,126.8954883,제조업,중소기업 21,0,0,1,1
주식회사 다코넷,서울특별시 ,"서울특별시 송파구 송파대로 167, B동 1507호 (문정동, 문정역테라타워1차)",37.4851331,127.1238462,정보통신업,중소기업,0,0,1,1
주식회사 대흥정보,서울특별시 ,"서울특별시 영등포구 문래북로 116, 트리플렉스 403호",37.5198016,126.8958877,정보통신업,중소기업 68,0,1,1,2
주식회사 더유제약,서울특별시 ,"서울특별시 영등포구 당산로 171, 1501호(당산동4가, 금강 펜테리움 IT타워)",37.5298971,126.8981165,"전문, 과학 및 기술 서비스업",중소기업 193,1,1,1,3
주식회사 데브구루,서울특별시 ,"서울특별시 금천구 가산디지털1로 168, 에이동 1102호(가산동, 우림라이온스밸리)",37.4798346,126.8824997,정보통신업,중소기업 21,1,1,1,3
주식회사 데이사이드,서울특별시 ,"서울특별시 강남구 강남대로94길 53, 화성빌딩 4층(역삼동)",37.5005177,127.0314557,정보통신업,중소기업 45,1,1,1,3
주식회사 두루안,서울특별시 ,"서울특별시 구로구 디지털로33길 55, 이앤씨2차 202, 501,502,506호",37.487013,126.8931959,정보통신업,중소기업 41,0,1,0,1
주식회사 디에취지소싱->㈜대한글로벌코리아,서울특별시 ,"서울특별시 금천구 디지털로9길 68, 9층(가산동, 대륭포스트타워 5차)",37.4808988,126.8863264,도매 및 소매업,중소기업 25,1,0,0,1
주식회사 디오에프연구소,서울특별시 ,"서울특별시 성동구 성수일로 77, 601~602호(성수동1가, 서울숲 IT 밸리)",37.5381615,127.0458248,정보통신업,중소기업 30,1,1,1,3
주식회사 라이앤캐처스,서울특별시 ,"서울특별시 서초구 강남대로 527, 13층 1312호 (반포동, 브랜드칸 타워)",37.5090777,127.0218304,정보통신업,중소기업 36,1,0,1,2
주식회사 레뷰코퍼레이션,서울특별시 ,서울특별시 강남구 논현로135길 29 (논현동),37.5160536,127.027393,"전문, 과학 및 기술 서비스업",중소기업 201,0,0,1,1
주식회사 레티널,서울특별시 ,"서울특별시 성동구 성수일로 56, 203호(성수동2가, 성수동BY센터)",37.5453842,127.0502864,"전문, 과학 및 기술 서비스업",중소기업 50,1,1,1,3
주식회사 리로소프트,서울특별시 ,"서울특별시 송파구 올림픽로 299, 11층(신천동, 대한제당빌딩)",37.5154135,127.1035358,정보통신업,중소기업 15,1,0,0,1
주식회사 리비->아일리스프런티어㈜,서울특별시 ,"서울특별시 중구 청계천로 100, 서관 3층(수표동, 시그니쳐타워)",37.5674783,126.9884121,정보통신업,중소기업 37,1,0,1,2
주식회사 리스너,서울특별시 ,"서울특별시 강남구 선릉로93길 27, 9층(역삼동, 아름빌딩)",37.5045113,127.0465394,정보통신업,중소기업 66,1,0,1,2
주식회사 마담,서울특별시 ,"서울특별시 성동구 성수이로 119, 5층(성수동2가, 덕산빌딩)",37.5456931,127.0571312,"전문, 과학 및 기술 서비스업",중소기업 16,0,0,1,1
주식회사 마크애니,서울특별시 ,"서울특별시 중구 퇴계로 286, 7층, 10층(쌍림동, 쌍림빌딩)",37.5630357,127.003606,정보통신업,중소기업 174,1,1,1,3
주식회사 매사,서울특별시 ,"서울특별시 영등포구 선유로49길 23, 1001호(양평동4가, 선유도역2차 아이에스비즈타워)",37.5354789,126.8943457,정보통신업,중소기업 33,1,1,0,2
주식회사 매스티지,서울특별시 ,"서울특별시 마포구 동교로23길 6, 1층, 5층 (동교동, 달리빌딩)",37.556597,126.9210972,정보통신업,중소기업 27,0,0,1,1
주식회사 메이드인헤븐,서울특별시 ,"서울특별시 구로구 디지털로 306, 614호(구로동, 대륭포스트타워2차)",37.4858838,126.8973216,정보통신업,중소기업 57,1,1,1,3
주식회사 모디엠,서울특별시 ,"서울특별시 성동구 성수일로4길 25 , 1203호(성수동2가, 서울숲코오롱디지털타워)",37.542509,127.0518608,정보통신업,중소기업 137,0,0,1,1
주식회사 모비젠,서울특별시 ,"서울특별시 송파구 법원로 128, C동 1610-1621호 (문정동, SK V1 GL메트로시티)",37.4941097,127.0106092,정보통신업,중소기업 215,1,1,0,2
주식회사 무한정보기술,서울특별시 ,"서울특별시 영등포구 당산로2길 12, 에이스테크노타워 706호",37.5150011,126.8954103,정보통신업,중소기업 48,1,0,0,1
주식회사 미래엔코어,서울특별시 ,"서울특별시 금천구 가산디지털2로 166, 에이스케이원타워 814호, 815호",37.4777135,126.8794359,정보통신업,중소기업 13,1,0,1,2
주식회사 미르테크,서울특별시 ,"서울특별시 서초구 사임당로 64, 3층 (서초동, 교대벤처타워)",37.4888506,127.0169124,정보통신업,중소기업 20,0,1,0,1
주식회사 미스터픽,서울특별시 ,서울특별시 강남구 테헤란로447 KB우준타워 16층,37.5070522,127.05606,정보통신업,중소기업 26,1,1,1,3
주식회사 버넥트,서울특별시 ,"서울특별시 용산구 한강대로7길 10-15(한강로3가, 버넥트 익스피리언스센터)",37.5316383,126.9654035,정보통신업,중소기업 115,1,0,1,2
주식회사 블루버드,서울특별시 ,"서울특별시 강남구 일원로 115, 3층(일원동, 삼성생명 일원역 빌딩)",37.4890175,127.0824833,정보통신업,중소기업 207,1,1,1,3
주식회사 비스무트,서울특별시 ,"서울특별시 영등포구 양평로 157, 선유도 투웨니퍼스트밸리 911~912호",37.5355574,126.8987025,도매 및 소매업,중소기업 9,0,0,1,1
주식회사 비투엔,서울특별시 ,"서울특별시 영등포구 선유로 146, 2층 210호(양평동3가, 이앤씨드림타워)",37.5268027,126.8918333,정보통신업,중소기업 146,1,1,0,2
주식회사 비플,서울특별시 ,"서울특별시 강남구 테헤란로78길 16, 7층(대치동, 노벨빌딩)",37.5050626,127.0553827,도매 및 소매업,중소기업 54,1,1,1,3
주식회사 빛컨,서울특별시 ,"서울특별시 금천구 가산디지털1로 165, 1202호(가산동, 가산비지니스센터)",37.4801705,126.8811402,제조업,중소기업 30,0,0,1,1
주식회사 새누,서울특별시 ,"서울특별시 금천구 가산디지털1로 171, 912~918호(가산동, 가산 SK V1센터)",37.4806318,126.8805702,정보통신업,중소기업 26,1,1,0,2
주식회사 서커스컴퍼니,서울특별시 ,"서울특별시 강남구 학동로82길 7, 2층 (삼성동, HYUN빌딩)",37.518415,127.0515186,정보통신업,중소기업 11,0,1,0,1
주식회사 석림랩텍,서울특별시 ,서울특별시 성북구 북악산로 795-6 (정릉동),37.6014251,127.0140122,도매 및 소매업,중소기업 32,0,0,1,1
주식회사 세계로시스템,서울특별시 ,"서울특별시 금천구 가산디지털1로 137, 1501호(가산동, IT캐슬2차)",37.4776295,126.8819887,정보통신업,중소기업 30,1,0,0,1
주식회사 소프트보울,서울특별시 ,"서울특별시 서초구 반포대로10, 신원빌딩 4층 ",37.4880172,127.0099686,정보통신업,중소기업 22,0,1,1,2
주식회사 솔박스,서울특별시 ,"서울특별시 강남구 테헤란로124, 10층 (역삼동, 삼원타워)",37.4987464,127.03169,정보통신업,중소기업 76,0,1,0,1
주식회사 슈퍼플래닛,서울특별시 ,"서울특별시 강남구 도산대로 145, 인우빌딩 10층 (신사동)",37.5184859,127.0243829,정보통신업,중소기업 57,0,0,1,1
주식회사 스캐터랩,서울특별시 ,"서울특별시 성동구 왕십리로 125, KD타워 901호, 902호",37.5549336,127.0367427,정보통신업,중소기업 52,1,1,1,3
주식회사 스타비젼,서울특별시 ,"서울특별시 강동구 올림픽로 564 (성내동, 스타빌딩)",37.5276203,127.1262978,도매 및 소매업,중소기업 115,1,0,1,2
