 사업장명,소재지역,소재지,위도,경도,업종,기업규모,임금,일생활균형,고용안정,비고
주식회사 스탠드포인트,서울특별시 ,"서울특별시 금천구 가산디지털1로 205, 902-2호(가산동, 케이씨씨 웰츠밸리)",37.4838255,126.8796633,정보통신업,중소기업 14,1,1,1,3
주식회사 시스메이트,서울특별시 ,"서울특별시 금천구 가산디지털1로 119 , A동 501~503호,508호 (가산동, SK트윈테크타워)",37.4759097,126.8828849,제조업,중소기업 70,0,1,0,1
주식회사 신성씨앤에스,서울특별시 ,"서울특별시 금천구 가산디지털1로 19, 1301~1305호 (가산동, 대륭테크노타운18차)",37.4676414,126.8865269,도매 및 소매업,중소기업 56,0,1,1,2
주식회사 신시웨이,서울특별시 ,"서울특별시 송파구 법원로9길 26, D동 405호(문정동, 에이치비지니스파크)",37.51492,127.10438,정보통신업,중소기업 61,0,1,1,2
주식회사 신아티앤씨,서울특별시 ,"서울특별시 금천구 가산디지털2로 184, 508호(가산동, 벽산경인디지털밸리2차)",37.4839124,126.8780977,제조업,중소기업 74,1,1,1,3
주식회사 씨젠,서울특별시 ,"서울특별시 송파구 오금로 91,  6층,7층,8층,9층,11층,12층(방이동, 태원빌딩)",37.5140119,127.1076395,제조업,중소기업 1099,1,1,1,3
주식회사 씨큐프라임,서울특별시 ,"서울특별시 금천구 가산디지털2로 70, 2014호, 2015호 (가산동, 대륭테크노타운19차)",37.4746528,126.8822218,제조업,중소기업 23,0,0,1,1
주식회사 아데나소프트웨어,서울특별시 ,"서울특별시 강남구 테헤란로 207, 14층 (역삼동, 아가방빌딩)",37.5016744,127.0387038,정보통신업,중소기업 67,1,0,1,2
주식회사 아이네트호스팅,서울특별시 ,"서울특별시 서초구 남부순환로337가길 40, 10층(서초동) ",37.4837511,127.0239178,정보통신업,중소기업 30,0,0,1,1
주식회사 아이비리더스,서울특별시 ,"서울특별시 구로구 디지털로 242, 1501호 (구로동, 한화비즈메트로)",37.4808224,126.8926653,정보통신업,중소기업 39,1,1,0,2
주식회사 아이티노매즈,서울특별시 ,"서울특별시 구로구 디지털로 306, 1201호 (구로동, 대륭포스트타워2차)",37.4858838,126.8973216,정보통신업,중소기업 153,0,1,0,1
주식회사 아크릴,서울특별시 ,"서울특별시 강남구 선릉로 704, 청담벤처프라자 11층(청담동, 청담빌딩)",37.5223821,127.0467973,정보통신업,중소기업 86,1,1,1,3
주식회사 애드오피,서울특별시 ,"서울특별시 강남구 테헤란로 623, 10층(삼성동, 삼성빌딩)",37.5099761,127.0656941,"전문, 과학 및 기술 서비스업",중소기업 28,1,1,1,3
주식회사 애드인텔리전스,서울특별시 ,"서울특별시 광진구 천호대로110길 7, 6~7층(능동, 마주빌딩) ",37.5561313,127.0804914,정보통신업,중소기업 32,0,1,1,2
주식회사 어퓨마케팅서비스,서울특별시 ,"서울특별시 강남구 언주로136길 11, 4층 (논현동, 성현빌딩)",37.5174361,127.036444,"전문, 과학 및 기술 서비스업",중소기업 14,0,1,1,2
주식회사 에스브이,서울특별시 ,"서울특별시 강남구 논현로 503, 13층 (역삼동, 송촌빌딩)",37.5012325,127.0363259,정보통신업,중소기업 38,1,0,1,2
주식회사 에코아이티,서울특별시 ,"서울특별시 강남구 테헤란로78길 14-6, 5층(대치동, 동성빌딩)",37.5052845,127.0549501,정보통신업,중소기업 133,0,0,1,1
주식회사 엑센솔루션,서울특별시 ,"서울특별시 금천구 가산디지털1로 171, 1713호(가산동, 가산 SK V1 센터)",37.4806318,126.8805702,정보통신업,중소기업 45,0,0,1,1
주식회사 엑심베이,서울특별시 ,"서울특별시 구로구 디지털로32가길 16, 파트너스타워 2차 1301호",37.4827936,126.898563,정보통신업,중소기업 67,1,1,1,3
주식회사 엠케이유니버셜,서울특별시 ,서울특별시 강서구 등촌로 59,37.5351625,126.8630879,도매 및 소매업,중소기업 31,0,0,1,1
주식회사 예스폼,서울특별시 ,"서울특별시 성동구 성수동1가 14-18, 서울숲코오롱디지털타워3차 901호",37.5467346,127.050026,정보통신업,중소기업 29,1,0,1,2
주식회사 예스피치,서울특별시 ,"서울특별시 강남구 도곡로8길 6, 지호빌딩 3층",37.4900837,127.0349918,정보통신업,중소기업 70,0,0,1,1
주식회사 오토핸즈,서울특별시 ,"서울특별시 영등포구 국회대로 70길 19, 603호 (여의도동, 대하빌딩)",37.5291796,126.9208236,정보통신업,중소기업 140,0,1,1,2
주식회사 오픈서베이 ,서울특별시 ,"서울특별시 서초구 서초대로78길 5, 10층(서초동, 대각빌딩)",37.4972107,127.0273739,정보통신업,중소기업 95,1,1,0,2
주식회사 온다,서울특별시 ,"서울특별시 강남구 테헤란로 431, 10층 S10002 (삼성동, 저스트코타워)",37.5064485,127.054259,정보통신업,중소기업 105,0,1,1,2
주식회사 온채널,서울특별시 ,"서울특별시 용산구 새창로 217, 806호(한강로2가, 용산토투밸리)",37.529196,126.967903,도매 및 소매업,중소기업 36,1,1,1,3
주식회사 올위메이크이즈,서울특별시 ,"서울특별시 강남구 영동대로 329, 7층(대치동, 중부빌딩)",37.5038572,127.0652501,도매 및 소매업,중소기업 42,0,0,1,1
주식회사 위드바톤,서울특별시 ,"서울특별시 강서구 마곡중앙로 59-21, 713호(마곡동, 에이스타워2)",37.5761507,126.8372569,기타,중소기업 22,0,0,1,1
주식회사 유비온,서울특별시 ,"서울특별시 구로구 디지털로34길 27, 대륭포스트타워3차 601호",37.4854799,126.8981862,정보통신업,중소기업 152,0,1,0,1
주식회사 유플러스시스템,서울특별시 ,"서울특별시 금천구 가산디지털1로 25, 1206호 (가산동, 대륭테크노타운17차)",37.468656,126.886638,정보통신업,중소기업 28,0,1,1,2
주식회사 이노테라피,서울특별시 ,"서울특별시 영등포구 선유로13길 25, 1206-1210호 (문래동6가, 에이스하이테크시티2)",37.5191533,126.8859328,"전문, 과학 및 기술 서비스업",중소기업 23,1,0,0,1
주식회사 이누인터내셔날->무신사,서울특별시 ,"서울특별시 강남구 선릉로 667, 7층(논현동, 라이즈스퀘어)",37.518855,127.0280659,도매 및 소매업,중소기업 70,0,1,1,2
주식회사 이루에프씨,서울특별시 ,"서울특별시 강동구 양재대로89가길 34 (성내동, 5층)",37.525069,127.1341881,"전문, 과학 및 기술 서비스업",중소기업 46,0,1,0,1
주식회사 이뮤노맥스,서울특별시 ,"서울특별시 성북구 안암로 145, 고려대학교 자연계캠퍼스 산학관 309호(안암동5가, 고려대학교안암캠퍼스)",37.5900117,127.0318586,"전문, 과학 및 기술 서비스업",중소기업 17,1,1,1,3
주식회사 이바이오젠,서울특별시 ,"서울특별시 영등포구 선유로13길 25, 304-1호 (문래동6가, 에이스하이테크시티2)",37.5191533,126.8859328,"전문, 과학 및 기술 서비스업",중소기업 31,1,0,1,2
주식회사 이십일세기소프트,서울특별시 ,"서울특별시 영등포구 선유로 146, 1408~1411호(양평동3가, 이앤씨드림타워)",37.5268027,126.8918333,도매 및 소매업,중소기업 49,0,0,1,1
주식회사 이포넷,서울특별시 ,"서울특별시 강남구 테헤란로87길 21, 15층(삼성동, 동성빌딩)",37.5090167,127.0582363,정보통신업,중소기업 207,1,1,1,3
주식회사 인브레인,서울특별시 ,"서울특별시 금천구 디지털로9길 46, 704호(이앤씨드림타워7차)",37.47982,126.886642,정보통신업,중소기업 47,0,1,1,2
주식회사 인재아이엔씨,서울특별시 ,"서울특별시 구로구 디지털로33길 12, 1301~1302호 (구로동, 우림이비지센터2차)",37.486541,126.8960952,정보통신업,중소기업 86,0,1,0,1
주식회사 인텔리빅스,서울특별시 ,"서울특별시 서초구 효령로34길 4, 6층 601호(방배동, 프린스 효령빌딩)",37.4779947,126.98861,정보통신업,중소기업 88,1,1,1,3
주식회사 인피니트헬스케어,서울특별시 ,"서울특별시 구로구 디지털로34길 27, 12층(구로동, 대륭포스트타워3차)",37.4854799,126.8981862,정보통신업,중소기업 300,1,1,1,3
주식회사 정샘물뷰티,서울특별시 ,"서울특별시 강남구 압구정로72길 8, 3층,4층,5층(백원빌딩)",37.5260773,127.0450137,도매 및 소매업,중소기업 61,1,0,1,2
주식회사 제스파,서울특별시 ,"서울특별시 송파구 법원로11길 25, A동 901~915호 (문정동, 에이치비지니스파크)",37.4941097,127.0106092,도매 및 소매업,중소기업 66,1,1,0,2
주식회사 제이시스메디칼,서울특별시 ,"서울특별시 금천구 가마산로 96, 307호 (가산동, 대륭테크노타운8차)",37.4852199,126.8774375,제조업,중소기업 190,0,1,0,1
주식회사 제이엔디케이,서울특별시 ,"서울특별시 영등포구 당산로2길 12, 305호 (문래동3가, 에이스테크노타워)",37.5150674,126.8954235,정보통신업,중소기업 14,0,0,1,1
주식회사 제이코스,서울특별시 ,"서울특별시 영등포구 영신로220, 1505~1506호(knk디지털타워)",37.526554,126.904299,도매 및 소매업,중소기업 33,0,1,1,2
주식회사 제이콥시스템,서울특별시 ,"서울특별시 송파구 송파대로 201, B동 1319~1321호 (문정동, 송파 테라타워2)",37.4851331,127.1238462,정보통신업,중소기업 22,0,1,1,2
주식회사 족발야시장->올에프엔비,서울특별시 ,서울특별시 용산구 한강대로14길 69(한강로3가),37.5241504,126.966276,"전문, 과학 및 기술 서비스업",중소기업 39,0,0,1,1
주식회사 중앙아이씨에스,서울특별시 ,"서울특별시 마포구 성암로 330, 412호(상암동, DMC첨단산업센터)",37.5848659,126.88598,기타,중소기업 25,0,0,1,1
주식회사 지란지교에스앤씨,서울특별시 ,"서울특별시 송파구 법원로 128, C동 1211호 (문정동, 문정에스케이브이원지엘메트로시티)",37.4941097,127.0106092,정보통신업,중소기업 43,1,1,0,2
주식회사 지엠에스컨설팅,서울특별시 ,"서울특별시 마포구 상암산로 34, 4층(상암동, 디지털큐브)",37.5784516,126.8915392,"전문, 과학 및 기술 서비스업",중소기업 17,0,0,1,1
주식회사 집토스,서울특별시 ,"서울특별시 성동구 왕십리로 115, 5층 (성수동1가)",37.5494227,127.0461498,정보통신업,중소기업 122,0,1,1,2
주식회사 청안오가닉스,서울특별시 ,"서울특별시 서초구 효령로29길 39, 301호 (방배동, 전일빌딩)",37.4831009,126.9947203,도매 및 소매업,중소기업 19,0,0,1,1
주식회사 커머스웨어,서울특별시 ,"서울특별시 성동구 광나루로8길 31, 905호(성수동2가, SK V1센터 2동)",37.5475127,127.064007,정보통신업,중소기업 126,1,1,1,3
주식회사 케이브레인컴퍼니,서울특별시 ,"서울특별시 마포구 성암로 330, 3층 323호 (상암동, DMC첨단산업센터)",37.5848659,126.88598,"전문, 과학 및 기술 서비스업",중소기업 57,0,0,1,1
주식회사 케이씨이아이,서울특별시 ,"서울특별시 구로구 디지털로32길 30, 15층(구로동, 코오롱디지털타워빌란트)",37.4833536,126.8965156,정보통신업,중소기업 48,1,1,1,3
주식회사 코리아서버호스팅,서울특별시 ,"서울특별시 서초구 서초대로 250 , 3층(서초동, 스타갤러리브릿지)",37.4918657,127.0091612,정보통신업,중소기업 77,1,1,1,3
주식회사 쿨앤쿨,서울특별시 ,"서울특별시 서초구 남부순환로356길 70, 4층(양재동, 양전빌딩)",37.4817407,127.0384383,도매 및 소매업,중소기업 42,0,1,1,2
주식회사 클래스101,서울특별시 ,"서울특별시 중구 통일로 10, 18층(남대문로5가, 연세대학교 세브란스빌딩)",37.5570572,126.9736211,정보통신업,중소기업 330,1,1,0,2
주식회사 투비원솔루션즈,서울특별시 ,"서울특별시 송파구 법원로11길 7, C동 1218호(문정동, 문정현대지식산업센터1-2)",37.4941097,127.0106092,정보통신업,중소기업 26,0,0,1,1
주식회사 트리거파트너스,서울특별시 ,"서울특별시 강남구 논현로114길 11, 2층 (논현동, 해광빌딩)",37.5089595,127.0344379,"전문, 과학 및 기술 서비스업",중소기업 24,1,1,0,2
주식회사 티라유텍,서울특별시 ,"서울특별시 강남구 학동로5길 7, 2층(논현동)",37.5121597,127.022867,정보통신업,중소기업 279,1,0,0,1
주식회사 파수,서울특별시 ,"서울특별시 마포구 월드컵북로 396, 누리꿈스퀘어 비즈니스타워 17층",37.579396,126.8897942,정보통신업,중소기업 226,1,1,1,3
주식회사 파이오링크,서울특별시 ,"서울특별시 금천구 가산디지털2로 98, IT캐슬 1동 401호",37.4768505,126.8811806,제조업,중소기업 347,1,1,1,3
주식회사 파인엠,서울특별시 ,"서울특별시 성동구 왕십리로 58, 701호 (성수동1가, FORHU)",37.5389197,127.037547,도매 및 소매업,중소기업 11,0,1,1,2
주식회사 퍼브,서울특별시 ,"서울특별시 강서구 양천로 583, A동 2104호 (염창동, 우림블루나인비즈니스센터)",37.556904,126.8642901,정보통신업,중소기업 15,0,1,1,2
주식회사 포시에스,서울특별시 ,"서울특별시 강남구 논현로 646, 포시에스빌딩(논현동)",37.5115236,127.0327396,정보통신업,중소기업 165,1,1,1,3
주식회사 프리윌린,서울특별시 ,"서울특별시 관악구 관악로 217, 3층(봉천동, 동진빌딩)",37.4843408,126.9546631,정보통신업,중소기업 87,1,0,0,1
주식회사 프리코,서울특별시 ,"서울특별시 강남구 봉은사로 449, 13층 (삼성동, 밤부타워)",37.5119488,127.0487941,"전문, 과학 및 기술 서비스업",중소기업 9,0,1,1,2
주식회사 플그림,서울특별시 ,"서울특별시 성동구 연무장5가길 7, w1404호(성수동2가, 성수역 현대테라스타워)",37.5439435,127.0532314,정보통신업,대기업 79,1,1,1,3
주식회사 플랫팜,서울특별시 ,"서울특별시 마포구 양화로 147, 4층 105호 (동교동, 아일렉스)",37.5559404,126.9220178,정보통신업,중소기업 20,1,0,0,1
주식회사 플러스앤,서울특별시 ,"서울특별시 강남구 영동대로96길 34, 6층(삼성동, 대윤빌딩)",37.5111254,127.0652918,기타,중소기업 41,0,0,1,1
주식회사 피플벤처스,서울특별시 ,"서울특별시 마포구 성암로 330, 621호 (상암동, DMC첨단산업센터)",37.5848659,126.88598,정보통신업,중소기업 29,0,0,1,1
주식회사 필라멘트리,서울특별시 ,서울특별시 강남구 봉은사로 49길 17,37.5109464,127.041717,정보통신업,중소기업 30,0,1,1,2
주식회사 하나애드아이엠씨,서울특별시 ,"서울특별시 영등포구 의사당대로 8, 2층 201 (여의도동, 삼환까뮤빌딩)",37.5278162,126.916921,"전문, 과학 및 기술 서비스업",중소기업 65,0,1,0,1
주식회사 하이메디,서울특별시 ,"서울특별시 서초구 서초대로78길 22, 7층(서초동, 홍우제2빌딩)",37.4957685,127.0275363,"전문, 과학 및 기술 서비스업",중소기업 47,1,1,1,3
주식회사 한국건설환경,서울특별시 ,"서울특별시 서초구 효령로95, 우성빌딩 4층, 5층",37.4807372,126.9946017,"전문, 과학 및 기술 서비스업",중소기업 39,0,0,1,1
주식회사 한국에이티아이->에이티아이케이,서울특별시 ,"서울특별시 구로구 디지털로26길 5, 1010호(구로동, 에이스하이엔드타워)",37.4815733,126.8934683,도매 및 소매업,중소기업 74,1,1,1,3
주식회사 한스파마,서울특별시 ,"서울특별시 송파구 정의로8길 7, 10층 (문정동, 한스)",37.5634006,126.9847852,도매 및 소매업,중소기업 34,1,0,1,2
주식회사 한유에너지,서울특별시 ,서울특별시 관악구 남부순환로 1883,37.4790749,126.9591267,도매 및 소매업,중소기업 85,1,1,0,2
주식회사 해줌,서울특별시 ,"서울특별시 송파구 법원로 128, A동 706호 (문정동, 문정 SK V1 GL 메트로시티)",37.4941097,127.0106092,정보통신업,중소기업 78,1,0,1,2
주식회사 후스구스,서울특별시 ,"서울특별시 영등포구 양평로 111-1, 3층 (양평동4가, 명서빌딩)",37.5335291,126.8960898,도매 및 소매업,중소기업 9,0,0,1,1
지디씨컨설팅 주식회사,서울특별시 ,"서울특별시 강남구 테헤란로 111, 준경타워 7층 (역삼동, 대건빌딩)",37.4987197,127.0293613,"전문, 과학 및 기술 서비스업",중소기업 24,0,0,1,1
천경해운(주),서울특별시 ,"서울특별시 중구 을지로 80-1, 7층,8층(을지로2가, 보승빌딩)",37.5657508,126.986818,기타,중견기업 155,1,0,1,2
카테노이드 주식회사,서울특별시 ,"서울특별시 강남구 봉은사로 502, 4층, 5층 (삼성동, 삼하빌딩)",37.5128471,127.0538401,정보통신업,중소기업 92,1,1,0,2
케이티아이시시 주식회사,서울특별시 ,"서울특별시 구로구 디지털로33길 27, 708호 (구로동, 삼성IT밸리)",37.4860113,126.8946614,제조업,중소기업 60,0,1,1,2
코리아스펙트랄프로덕츠(주),서울특별시 ,"서울특별시 구로구 디지털로 273, 402호 (구로3동, 에이스트윈타워2차)",37.4839163,126.8940805,제조업,중소기업 25,0,1,1,2
코리아엑스퍼트(주),서울특별시 ,"서울특별시 영등포구 양평로22길 21 (양평동5가, 선유도 코오롱디지털타워)",37.5399348,126.8942845,정보통신업,중소기업 59,0,1,0,1
코아인텍 주식회사,서울특별시 ,"서울특별시 영등포구 양평로21길 26, 1303호(양평동5가, 선유도역1차아이에스비즈타워)",37.5380675,126.8930945,도매 및 소매업,중소기업 18,0,0,1,1
쿠도커뮤니케이션(주),서울특별시 ,"서울특별시 서초구 효령로 171, 3층 302호(서초동, 용상빌딩)",37.4826069,127.0027865,제조업,중소기업 237,1,1,1,3
크리스피드(주),서울특별시 ,"서울특별시 송파구 법원로11길 25, B동 1001호",37.5145437,127.1065971,정보통신업,중소기업 191,1,1,1,3
크리에이티브 파트너스,서울특별시 ,"서울특별시 종로구 종로 51, 위워크 33층",37.5707075,126.9835766,"전문, 과학 및 기술 서비스업",중소기업 19,0,1,1,2
테크하임주식회사,서울특별시 ,"서울특별시 서초구 반포대로24길 21 , 3층,4층(서초동, 솔본빌딩)",37.4897403,127.0103641,정보통신업,중소기업 50,0,0,1,1
티엔씨파트너 주식회사,서울특별시 ,"서울특별시 구로구 디지털로33길50, 705호(구로동, 벽산디지털밸리7차)",37.4875117,126.8940049,정보통신업,중소기업 14,0,0,1,1
파이언넷(주),서울특별시 ,서울특별시 강서구 마곡동로 36 (마곡동),37.5733693,126.8371745,정보통신업,중소기업 181,1,0,1,2
페이레터 주식회사,서울특별시 ,"서울특별시 강남구 역삼로 223(역삼동, 대사빌딩)",37.4971,127.0411598,정보통신업,중소기업 130,1,1,1,3
펜타시큐리티시스템(주),서울특별시 ,"서울특별시 영등포구 국제금융로2길 25, 16층, 20층(여의도동, (주)유수홀딩스)",37.5234532,126.9254313,정보통신업,중소기업 176,1,1,1,3
폴스타헬스케어 주식회사 ,서울특별시 ,"서울특별시 서초구 강남대로 331, 2001호 (서초동, 광일빌딩)",37.4925811,127.0295735,정보통신업,중소기업 12,0,1,0,1
풍림무약(주),서울특별시 ,"서울특별시 중구 소월로 10, 16층(남대문로5가, 단암빌딩)",37.5585026,126.9753986,제조업,중소기업 200,1,1,1,3
피에스피에프앤디 주식회사,서울특별시 ,"서울특별시 송파구 송이로 99, 2층(가락동, PSP빌딩)",37.4974645,127.1214018,도매 및 소매업,중소기업 34,0,0,1,1
핌즈(주),서울특별시 ,"서울특별시 중랑구 신내역로3길 40-36, A동 1217호(신내동, 신내데시앙플렉스)",37.6126681,127.1032127,정보통신업,중소기업 42,0,0,1,1
한국도키멕 주식회사,서울특별시 ,"서울특별시 영등포구 선유로 70, 803호 (문래동3가, 우리벤처타운2)",37.5200945,126.8897017,도매 및 소매업,중소기업 104,0,1,0,1
한국무라타전자(주),서울특별시 ,"서울특별시 서초구 서초대로 411, 21~22층(서초동, GT타워동관)",37.4977803,127.0261927,도매 및 소매업,중견기업 203,1,1,1,3
한스바이오메드(주),서울특별시 ,서울특별시 송파구 정의로8길 7(문정동),37.4899666,127.1263657,제조업,중소기업 283,1,1,1,3
헥스파워시스템 주식회사,서울특별시 ,"서울특별시 금천구 시흥대로 179, 206호 (시흥동, 금천 쏠라 이지움)",37.4499362,126.9018243,제조업,중소기업 55,1,0,0,1
호스트센터(주),서울특별시 ,"서울특별시 서초구 법원로1길 6, 1층(서초동)",37.4934675,127.0098909,정보통신업,중소기업 41,1,1,1,3
화인컴에스이 주식회사,서울특별시 ,"서울특별시 송파구 송파대로 201, A동 1109호~1112호(문정동, 테라타워2)",37.4851331,127.1238462,제조업,중소기업 29,1,1,1,3
희래 주식회사,서울특별시 ,"서울특별시 강남구 강남대로 302, 15층 (역삼동, 동희빌딩)",37.504988,127.0477422,도매 및 소매업,중소기업 10,1,0,1,2
