선정된해, 사업장명21,소재지21,업종21,임금21,일생활균형21,고용안정21,비고,,선정된해,사업장명,소재지,위도,경도,업종,기업규모,임금22,일생활균형22,고용안정22,비고,랭킹,비교,임금,일생활균형,고용안정
2021,(주)아이티레이,"서울특별시 금천구 가산디지털1로 45, 704호 (가산동, 이앤씨드림타워8차)",도매 및 소매업,0,1,0,1,,2022,(주)아이티레이,"서울특별시 금천구 가산디지털1로 45, 704호(가산동,이앤씨드림타워8차)",37.4697672,126.8855646,도매 및 소매업,중소기업 24,1,1,0,2,3,+,1,2,0
2021,(주)애드캡슐소프트,"서울특별시 서초구 동광로12길 84, 성산관 4층",정보통신업,0,1,1,2,,2022,(주)애드캡슐소프트,"서울특별시 서초구 동광로12길 84, 성산관 4층",37.4885743,126.985083,정보통신업,중소기업 215,0,1,1,2,3,=,0,2,2
2021,(주)에스큐브아이,"서울특별시 서초구 동산로 23, 베델회관 3층",정보통신업,0,1,1,2,,2022,(주)에스큐브아이,"서울특별시 서초구 동산로 23, 3층(양재동,베델회관)",37.470275,127.0418645,정보통신업,중소기업 62,0,1,1,2,3,=,0,2,2
2021,(주)오엠인터랙티브,"서울특별시 성동구 성수이로22길 37, 502호 (성수동2가, 성수동 아크벨리)",정보통신업,0,1,1,2,,2022,(주)오엠인터랙티브,"서울특별시 성동구 성수이로22길 37, 502호(성수동2가,아크밸리)",37.5438837,127.0613025,정보통신업,중소기업 24,0,1,1,2,3,=,0,2,2
2021,(주)온피아,"서울특별시 구로구 디지털로33길 55, 405호(구로동, 이엔씨벤처드림타워2차)",정보통신업,0,0,1,1,,2022,(주)온피아,"서울특별시 구로구 디지털로34길 55, 1004호(구로동,이앤씨벤처드림타워2차)",37.4842333,126.8992725,정보통신업,중소기업 32,1,0,1,2,3,+,1,0,2
2021,(주)원인터시스템,"서울특별시 강남구 자곡로7길 4, 102호~104호(자곡동, 아세아ICT센터)",도매 및 소매업,0,0,1,1,,2022,(주)원인터시스템,"서울특별시 강남구 자곡로 7길4, 102~104호(자곡동,아세아ICT센터)",37.4660796,127.1095966,도매 및 소매업,중소기업 29,1,0,1,2,3,+,1,0,2
2021,(주)유니정보,"서울특별시 금천구 가산디지털1로 171, 513호 (가산동, 가산 SK V1 센터)",도매 및 소매업,0,1,1,2,,2022,(주)유니정보,"서울특별시 금천구 가산디지털1로 171, 513호(가산동,SK V1센터)",37.4806318,126.8805702,도매 및 소매업,중소기업 61,0,1,1,2,3,=,0,2,2
2021,(주)유브레인커뮤니케이션즈,"서울특별시 마포구 창전로 90, 6층 (신수동, 지씨빌딩)","전문, 과학 및 기술 서비스업",0,1,1,2,,2022,(주)유브레인커뮤니케이션즈,"서울특별시 마포구 창전로 90, 6층(신수동,지씨빌딩)",37.5504263,126.9332479,"전문, 과학 및 기술 서비스업",중소기업 47,0,1,1,2,3,=,0,2,2
2021,(주)이노티브아이엔씨,"서울특별시 금천구 디지털로9길 99, 611~612호 (가산동, 스타밸리)",도매 및 소매업,0,0,1,1,,2022,(주)이노티브아이엔씨,"서울특별시 금천구 디지털로9길 99, 611~612호(가산동,스타밸리)",37.4816074,126.8848307,도매 및 소매업,중소기업 16,0,1,1,2,3,+,0,1,2
2021,(주)인더포레스트,"서울특별시 강남구 테헤란로77길 11-18, 5층 (삼성동, 창애빌딩)",정보통신업,1,0,1,2,,2022,(주)인더포레스트,"서울특별시 강남구 테헤란로77길 11-18, 창애빌딩 5층",37.506891,127.0530296,정보통신업,중소기업 20,0,1,1,2,3,=,1,1,2
2021,(주)지오시스템,서울특별시 마포구 토정로14길 27,도매 및 소매업,0,1,1,2,,2022,(주)지오시스템,서울특별시 마포구 토정로14길 27(신정동),37.5444341,126.9322217,도매 및 소매업,중소기업 29,0,1,1,2,3,=,0,2,2
2021,(주)지테크시스템,"서울특별시 금천구 가산디지털2로 70, 1905호(대륭테크노타운19차)",제조업,0,0,1,1,,2022,(주)지테크시스템,"서울특별시 금천구 가산디지털2로 70, 817,1901~1906,1916~1918호(가산동,대륭테크노타운19차)",37.4746528,126.8822218,제조업,중소기업 58,1,0,1,2,3,+,1,0,2
2021,(주)컨트롤웍스,"서울특별시 강남구 언주로81길 13, 진일빌딩 3층 301호",도매 및 소매업,1,0,1,2,,2022,(주)컨트롤웍스,"서울특별시 강남구 언주로81길 13, 3층(진일빌딩)",37.4999491,127.0426097,도매 및 소매업,중소기업 48,1,0,1,2,3,=,2,0,2
2021,(주)코마츠코리아,"서울특별시 마포구 마포대로 53, A동 1007호 (도화동, 마포트라팰리스)",도매 및 소매업,0,0,1,1,,2022,(주)코마츠코리아,"서울특별시 마포구 마포대로 53, A동 1007호(도화동,마포트라팰리스)",37.5413911,126.9470437,도매 및 소매업,중소기업 20,0,1,1,2,3,+,0,1,2
2021,(주)콜텍,"서울특별시 강서구 화곡로61길 59 (등촌동, 그린빌딩)",제조업,1,0,1,2,,2022,(주)콜텍,"서울특별시 강서구 화곡로61길 59(등촌동,콜텍빌딩)",37.5576218,126.8490767,제조업,중견기업 65,1,0,1,2,3,=,2,0,2
2021,(주)클라모스,"서울특별시 구로구 디지털로242, 한화비즈메트로1차 708호, 709호",정보통신업,0,1,0,1,,2022,(주)클라모스,"서울특별시 구로구 디지털로 242, 709호(구로동, 한화비즈메트로1차)",37.4808224,126.8926653,정보통신업,중소기업 15,1,1,0,2,3,+,1,2,0
2021,(주)클루닉스,"서울특별시 영등포구 경인로 775, 1동 1206호 (문래동3가, 에이스하이테크시티)",정보통신업,1,0,1,2,,2022,(주)클루닉스,"서울특별시 영등포구 경인로 775, 1동 1206호(문래동3가,에이스하이테크시티)",37.5143974,126.8993822,정보통신업,중소기업 49,1,1,0,2,3,=,2,1,1
2021,(주)토미구조엔지니어링,"서울특별시 구로구 디지털로31길 41, 508호 (구로동, 이앤씨벤처드림타워6차)","전문, 과학 및 기술 서비스업",0,1,1,2,,2022,(주)토미구조엔지니어링,"서울특별시 구로구 디지털로31길 41, 508호(구로동, 이앤씨벤처드림타워6차)",37.4851381,126.8927305,"전문, 과학 및 기술 서비스업",중소기업 14,0,1,1,2,3,=,0,2,2
2021,(주)한국리서치,"서울특별시 강남구 봉은사로 179, H-TOWER 7층","전문, 과학 및 기술 서비스업",1,1,0,2,,2022,(주)한국리서치,"서울특별시 강남구 봉은사로 179, 7층(논현동,H타워)",37.5077424,127.0296024,"전문, 과학 및 기술 서비스업",중소기업 157,1,1,0,2,3,=,2,2,0
2021,(주)해양정보기술,"서울특별시 금천구 가산디지털2로 14, 1310호 (가산동, 대륭테크노타운12차)","전문, 과학 및 기술 서비스업",1,1,0,2,,2022,(주)해양정보기술,"서울특별시 금천구 가산디지털2로 14, 1312호(가산동,대륭테크노타운12차)",37.4696316,126.8842557,"전문, 과학 및 기술 서비스업",중소기업 60,1,1,0,2,3,=,2,2,0
2021,(주)휴노,"서울특별시 마포구 마포대로 109, 101동 1002~1004호 (공덕동, 롯데캐슬프레지던트)",정보통신업,0,1,1,2,,2022,(주)휴노,"서울특별시 마포구 마포대로 109, 101동 1002~1004호(공덕동,롯데캐슬프레지던트)",37.5448909,126.9506066,정보통신업,중소기업 99,0,1,1,2,3,=,0,2,2
2021,기산전자(주),서울특별시 성동구 성수이로20길 35 (성수동2가),제조업,1,1,0,2,,2022,기산전자(주),서울특별시 성동구 성수이로20길 35(성수동2가),37.542771,127.0606285,제조업,중소기업 133,1,1,0,2,3,=,2,2,0
2021,라온시큐어(주),"서울특별시 강남구 테헤란로 145, 11~13층, 16~18층 (역삼동, 우신빌딩)",정보통신업,1,1,0,2,,2022,라온시큐어(주),"서울특별시 강남구 테헤란로 145,18층(역삼동,우신빌딩)",37.5006707,127.0351734,정보통신업,중소기업 181,1,1,0,2,3,=,2,2,0
2021,씨이에프건설(주),"서울특별시 강남구 논현로30길 24, 3층 301호(도곡동, 대호빌딩)",기타,1,0,0,1,,2022,씨이에프건설(주),"서울특별시 강남구 논현로30길 24, 3층(도곡동,대호빌딩)",37.4838609,127.0440678,기타,중소기업 41,1,0,1,2,3,+,2,0,1
2021,에스큐아이소프트(주),"서울특별시 영등포구 선유로3길 10, 13층(문래동5가, 하우스디 비즈)",정보통신업,1,0,0,1,,2022,에스큐아이소프트(주),"서울특별시 영등포구 선유로3길 10, 13층(문래동5가,하우스디비즈)",37.515939,126.8867611,정보통신업,중소기업 175,1,1,0,2,3,+,2,1,0
2021,유비벨록스(주),"서울특별시 구로구 디지털로31길 12, 14층(구로동, 태평양물산)",정보통신업,1,1,0,2,,2022,유비벨록스(주),"서울특별시 구로구 디지털로31길 12, 13,14층(구로동,태평양물산)",37.4851811,126.8951168,정보통신업,중견기업 288,1,1,0,2,3,=,2,2,0
2021,주식회사 가인지캠퍼스,"서울특별시 마포구 토정로 12-3, 4층 (합정동)",도매 및 소매업,0,1,1,2,,2022,주식회사 가인지캠퍼스,"서울특별시 마포구 토정로 16, 2층",37.5454893,126.9125823,도매 및 소매업,중소기업 29,0,1,1,2,3,=,0,2,2
2021,주식회사 뉴본홀딩스,서울특별시 강남구 테헤란로28길 41(역삼동),"전문, 과학 및 기술 서비스업",0,0,1,1,,2022,주식회사 뉴본홀딩스,"서울특별시 강남구 역삼로73길 5(대치동,아크디뉴본) ",37.5023623,127.0549439,"전문, 과학 및 기술 서비스업",중소기업 41,0,1,1,2,3,+,0,1,2
2021,주식회사 대흥정보,"서울특별시 영등포구 문래북로 116, 트리플렉스 403호",정보통신업,0,1,1,2,,2022,주식회사 대흥정보,"서울특별시 영등포구 문래북로 116, 403호(문래동3가,트리플렉스)",37.5198016,126.8958877,정보통신업,중소기업 68,1,0,1,2,3,=,1,1,2
2021,주식회사 레뷰코퍼레이션,서울특별시 강남구 논현로135길 29 (논현동),"전문, 과학 및 기술 서비스업",0,0,1,1,,2022,주식회사 레뷰코퍼레이션,서울특별시 강남구 논현로135길 29(논현동),37.5160536,127.027393,"전문, 과학 및 기술 서비스업",중소기업 201,0,1,1,2,3,+,0,1,2
2021,주식회사 리스너,"서울특별시 강남구 선릉로93길 27, 9층(역삼동, 아름빌딩)",정보통신업,1,0,1,2,,2022,주식회사 리스너,"서울특별시 강남구 선릉로93길 27, 9층(역삼동,아름빌딩) ",37.5045113,127.0465394,정보통신업,중소기업 66,1,0,1,2,3,=,2,0,2
2021,주식회사 마담,"서울특별시 성동구 성수이로 119, 5층(성수동2가, 덕산빌딩)","전문, 과학 및 기술 서비스업",0,0,1,1,,2022,주식회사 마담,"서울특별시 성동구 성수이로 119, 5층(성수동2가,덕산빌딩)",37.5456931,127.0571312,"전문, 과학 및 기술 서비스업",중소기업 16,1,0,1,2,3,+,1,0,2
2021,주식회사 애드인텔리전스,"서울특별시 광진구 천호대로110길 7, 6~7층(능동, 마주빌딩) ",정보통신업,0,1,1,2,,2022,주식회사 애드인텔리전스,"서울특별시 광진구 천호대로110길 7, 6층(능동,마주빌딩)",37.5561313,127.0804914,정보통신업,중소기업 32,0,1,1,2,3,=,0,2,2
2021,주식회사 이바이오젠,"서울특별시 영등포구 선유로13길 25, 304-1호 (문래동6가, 에이스하이테크시티2)","전문, 과학 및 기술 서비스업",1,0,1,2,,2022,주식회사 이바이오젠,"서울특별시 성동구 뚝섬로17가길 48, 405호(성수동2가,성수에이원센터)",37.540619,127.059467,"전문, 과학 및 기술 서비스업",중소기업 31,1,0,1,2,3,=,2,0,2
2021,주식회사 제스파,"서울특별시 송파구 법원로11길 25, A동 901~915호 (문정동, 에이치비지니스파크)",도매 및 소매업,1,1,0,2,,2022,주식회사 제스파,"서울특별시 송파구 법원로11길 25, A동 9층(문정동,에이치비지니스파크)",37.4941097,127.0106092,도매 및 소매업,중소기업 66,1,1,0,2,3,=,2,2,0
2021,주식회사 트리거파트너스,"서울특별시 강남구 논현로114길 11, 2층 (논현동, 해광빌딩)","전문, 과학 및 기술 서비스업",1,1,0,2,,2022,주식회사 트리거파트너스,"서울특별시 강남구 논현로114길 11, 2층(논현동,해광빌딩)",37.5089595,127.0344379,정보통신업,중소기업 24,1,1,0,2,3,=,2,2,0
2021,코아인텍 주식회사,"서울특별시 영등포구 양평로21길 26, 1303호(양평동5가, 선유도역1차아이에스비즈타워)",도매 및 소매업,0,0,1,1,,2022,코아인텍 주식회사,"서울특별시 영등포구 양평로21길 26, 1303호(양평동5가,아이에스비즈타워1차)",37.5380675,126.8930945,도매 및 소매업,중소기업 18,0,1,1,2,3,+,0,1,2
2021,희래 주식회사,"서울특별시 강남구 강남대로 302, 15층 (역삼동, 동희빌딩)",도매 및 소매업,1,0,1,2,,2022,희래 주식회사,"서울특별시 강남구 강남대로 302, 15층(역삼동,동희빌딩)",37.504988,127.0477422,도매 및 소매업,중소기업 10,1,0,1,2,3,=,2,0,2
2021,(주)강안교육,"서울특별시 강남구 삼성로76길 23-22(대치동, 에비앙빌딩 1층)",기타,1,1,1,3,,2022,(주)강안교육,서울특별시 강남구 영동대로 85길 20-9 강안교육빌딩,37.50754571,127.0616378,기타,중소기업 15,1,1,0,2,4,-,2,2,1
2021,(주)다하미커뮤니케이션즈,"서울특별시 중구 마른내로 140, 5층(쌍림동, 인쇄정보센터)",정보통신업,1,1,1,3,,2022,(주)다하미커뮤니케이션즈,"서울특별시 중구 마른내로 140, 5층(쌍림동,인쇄정보센터)",37.5644725,127.0035696,정보통신업,중소기업 54,0,1,1,2,4,-,1,2,2
2021,(주)레드소프트,"서울특별시 구로구 디지털로31길 38-21, 309호(구로동,이앤씨벤처드림타워3차)",정보통신업,1,1,1,3,,2022,(주)레드소프트,"서울특별시 구로구 디지털로31길 38-21, 309호(구로동,이앤씨벤처드림타워3차)",37.486478,126.893699,정보통신업,중소기업 27,0,1,1,2,4,-,1,2,2
2021,(주)백조씽크,"서울특별시 동대문구 청계천로 463, 백조빌딩 4층",제조업,1,1,1,3,,2022,(주)백조씽크,서울특별시 동대문구 청계천로 463(용두동),37.5705541,127.0288254,제조업,중소기업 109,1,0,1,2,4,-,2,1,2
2021,(주)브이티피엘,"서울특별시 강남구 테헤란로2길 27, 921호(역삼동, 패스트파이브빌딩)",도매 및 소매업,1,1,1,3,,2022,(주)브이티피엘,"서울특별시 강남구 테헤란로2길 27, 921,1307호(역삼동,패스트파이브빌딩)",37.4964557,127.0296885,도매 및 소매업,중소기업 37,1,0,1,2,4,-,2,1,2
2021,(주)세일종합기술공사,"서울특별시 영등포구 영등포로 362, 세일빌딩","전문, 과학 및 기술 서비스업",1,1,1,3,,2022,(주)세일종합기술공사,"서울특별시 영등포구 영등포로 362(신길동,세일빌딩)",37.5141059,126.9179414,"전문, 과학 및 기술 서비스업",중소기업 270,1,1,0,2,4,-,2,2,1
2021,(주)엠토스솔루션스,"서울특별시 금천구 가산디지털1로 219, 811호,1112호(가산동, 벽산디지털밸리 6차)",도매 및 소매업,1,1,1,3,,2022,(주)엠토스솔루션스,"서울특별시 금천구 가산디지털1로 219, 811호,1112호(가산동,벽산디지털밸리6차)",37.4844389,126.8789745,도매 및 소매업,중소기업 59,0,1,1,2,4,-,1,2,2
2021,(주)예평이앤씨,"서울특별시 송파구 충민로 10, 8층 S-17호 (문정동, 가든파이브툴)","전문, 과학 및 기술 서비스업",1,1,1,3,,2022,(주)예평이앤씨,"서울특별시 송파구 충민로 10, 가든파이브 툴동 8층 S-17호",37.4782316,127.1193703,"전문, 과학 및 기술 서비스업",중소기업 33,1,1,0,2,4,-,2,2,1
2021,(주)이너버스,"서울특별시 영등포구 양평로21길 26, 1604~7호(양평동5가, 아이에스비즈타워)",정보통신업,1,1,1,3,,2022,(주)이너버스,"서울특별시 영등포구 양평로21길 26, 1604~1607호(양평동5가,아이에스비즈타워)",37.5367375,126.8930576,정보통신업,중소기업 26,0,1,1,2,4,-,1,2,2
2021,(주)이에이엔테크놀로지,서울특별시 강남구 테헤란로77길 11-19 EAN빌딩,"전문, 과학 및 기술 서비스업",1,1,1,3,,2022,(주)이에이엔테크놀로지,"서울특별시 강남구 테헤란로77길 11-19(삼성동,EAN빌딩)",37.5066325,127.0530454,"전문, 과학 및 기술 서비스업",중소기업 109,1,0,1,2,4,-,2,1,2
2021,(주)태조엔지니어링,"서울특별시 송파구 백제고분로 503(방이동, 유정빌딩)","전문, 과학 및 기술 서비스업",1,1,1,3,,2022,(주)태조엔지니어링,"서울특별시 송파구 백제고분로 503, 4층(방이동,유정빌딩)",37.5153294,127.1148544,"전문, 과학 및 기술 서비스업",중소기업 272,1,0,1,2,4,-,2,1,2
2021,(주)펨트론,"서울특별시 금천구 가산디지털1로 219, 1406호(가산동, 벽산디지털밸리6차)",제조업,1,1,1,3,,2022,(주)펨트론,"서울특별시 금천구 가산디지털1로 219, 1406호(가산동,벽산디지털밸리6차)",37.4844389,126.8789745,제조업,중소기업 178,1,1,0,2,4,-,2,2,1
2021,(주)한국해사기술,"서울특별시 강남구 학동로 175, 5층(논현동, 미디어센터)","전문, 과학 및 기술 서비스업",1,1,1,3,,2022,(주)한국해사기술,"서울특별시 강남구 학동로 175, 5층(논현동,미디어센터)",37.5140226,127.0300222,"전문, 과학 및 기술 서비스업",중소기업 112,1,1,0,2,4,-,2,2,1
2021,어드밴텍케이알(주),"서울특별시 강서구 강서로 468, 1202호(등촌동, 테크노타워)",제조업,1,1,1,3,,2022,어드밴텍케이알(주),"서울특별시 강서구 강서로 468, 1202호(등촌동,에이스타워)",37.5671533,126.8414978,제조업,중견기업 116,1,1,0,2,4,-,2,2,1
2021,엘앤피코스메틱(주),"서울특별시 강서구 공항대로 516 (등촌동, 메디힐빌딩)",도매 및 소매업,1,1,1,3,,2022,엘앤피코스메틱(주),"서울특별시 강서구 공항대로 516(등촌동,메디힐빌딩)",37.5512894,126.8634236,도매 및 소매업,중견기업 166,1,1,0,2,4,-,2,2,1
2021,위시컴퍼니(주),"서울특별시 강남구 테헤란로 211, 한국고등교육재단 14층",도매 및 소매업,1,1,1,3,,2022,위시컴퍼니(주),"서울특별시 강남구 테헤란로 211, 14층(역삼동)",37.5045703,127.0494465,도매 및 소매업,중소기업 89,1,1,0,2,4,-,2,2,1
2021,주식회사 온채널,"서울특별시 용산구 새창로 217, 806호(한강로2가, 용산토투밸리)",도매 및 소매업,1,1,1,3,,2022,주식회사 온채널,"서울특별시 용산구 새창로 217, 806호(한강로2가,용산토투밸리) ",37.529196,126.967903,도매 및 소매업,중소기업 36,0,1,1,2,4,-,1,2,2
2021,주식회사 이뮤노맥스,"서울특별시 성북구 안암로 145, 고려대학교 자연계캠퍼스 산학관 309호(안암동5가, 고려대학교안암캠퍼스)","전문, 과학 및 기술 서비스업",1,1,1,3,,2022,주식회사 이뮤노맥스,"서울특별시 성북구 안암로 145, 309호(안암동5가,고려대 자연계캠퍼스 산학관)",37.5900117,127.0318586,"전문, 과학 및 기술 서비스업",중소기업 17,1,0,1,2,4,-,2,1,2
2021,쿠도커뮤니케이션(주),"서울특별시 서초구 효령로 171, 3층 302호(서초동, 용상빌딩)",제조업,1,1,1,3,,2022,쿠도커뮤니케이션(주),"서울특별시 서초구 효령로 171, 용상빌딩 302호",37.4824078,127.0028175,제조업,중소기업 237,1,1,0,2,4,-,2,2,1
2021,(주)다래전략사업화센터,"서울특별시 강남구 테헤란로 132, 11층 (역삼동, 한독약품빌딩)","전문, 과학 및 기술 서비스업",0,1,0,1,,2022,(주)다래전략사업화센터,"서울특별시 강남구 테헤란로 132, 한독빌딩 11층",37.499294,127.0331883,"전문, 과학 및 기술 서비스업",중소기업 50,0,1,0,1,5,=,0,2,0
2021,(주)다임즈,"서울특별시 구로구 디지털로273, 1105호 (구로동, 에이스트윈타워2차)",정보통신업,0,1,0,1,,2022,(주)다임즈,"서울특별시 구로구 디지털로 273, 1105호(구로동,에이스트윈타워2차) ",37.4839163,126.8940805,정보통신업,중소기업 53,0,1,0,1,5,=,0,2,0
2021,(주)단해,"서울특별시 강서구 마곡중앙로 165, 1201호(안강프라이빗타워)",제조업,1,0,0,1,,2022,(주)단해,"서울특별시 강서구 마곡중앙로 165, 1201호(마곡동,프라이빗타워) ",37.6024241,126.8702371,제조업,중소기업 95,1,0,0,1,5,=,2,0,0
2021,(주)디에스티인터내셔날,"서울특별시 금천구 가산디지털1로 149, 12층 1201호~1205호(가산동,신한이노플렉스)",정보통신업,0,1,0,1,,2022,(주)디에스티인터내셔날,"서울특별시 금천구 가산디지털1로 149, 1201~1205호(신한이노플렉스)",37.4786827,126.8815925,정보통신업,중소기업 96,0,1,0,1,5,=,0,2,0
2021,(주)서울스탠다드,"서울특별시 금천구 가산디지털1로 233, 에이스하이엔드타워 9차 407호",제조업,1,0,0,1,,2022,(주)서울스탠다드,"서울특별시 금천구 가산디지털1로 233, 3층(가산동,에이스하이엔드타워9차)",37.4857867,126.878377,제조업,중소기업 157,1,0,0,1,5,=,2,0,0
2021,(주)솔루텍시스템,"서울특별시 영등포구 영신로 220, 1104호 (영등포동8가, 케이엔케이디지털타워)",정보통신업,0,1,0,1,,2022,(주)솔루텍시스템,"서울특별시 영등포구 영신로 220, 1104호(영등포동8가,KnK디지털타워)",37.526554,126.904299,정보통신업,중소기업 31,0,1,0,1,5,=,0,2,0
2021,(주)시큐레이어,"서울특별시 성동구 성수일로 4길 25, 1407호(성수동2가, 서울숲코오롱디지털타워)",정보통신업,0,0,1,1,,2022,(주)시큐레이어,"서울특별시 성동구 성수일로4길 25, 1407호(성수동2가,서울숲코오롱디지털타워)",37.542509,127.0518608,정보통신업,중소기업 92,0,0,1,1,5,=,0,0,2
2021,(주)아이센트,"서울특별시 성동구 아차산로17길 49, 성수 생각공장 데시앙플렉스 1515호",정보통신업,0,1,0,1,,2022,(주)아이센트,"서울특별시 성동구 아차산로17길 49, 1515호(성수동2가,생각공장 데시앙플렉스)",37.5476689,127.0465524,정보통신업,중소기업 60,0,1,0,1,5,=,0,2,0
2021,(주)오픈프레스,"서울특별시 성동구 상원1길 26, 서울숲에이타워 406호,407호","전문, 과학 및 기술 서비스업",0,0,1,1,,2022,(주)오픈프레스,"서울특별시 성동구 상원1길 26, 406,407호(성수동1가,서울숲에이타워)",37.5461925,127.0481679,"전문, 과학 및 기술 서비스업",중소기업 15,0,0,1,1,5,=,0,0,2
2021,(주)웨인테크놀로지,"서울특별시 구로구 디지털로 34길 55, 1314~1315호(구로동, 코오롱싸이언스밸리2차)",정보통신업,1,0,0,1,,2022,(주)웨인테크놀로지,"서울특별시 구로구 디지털로34길 55, 1314~1315호(구로동,코오롱싸이언스밸리2차)",37.4842333,126.8992725,정보통신업,중소기업 63,1,0,0,1,5,=,2,0,0
2021,(주)이엠텍아이엔씨,"서울특별시 용산구 청파로 40, 3층 (한강로3가, 삼구빌딩)",도매 및 소매업,0,1,0,1,,2022,(주)이엠텍아이엔씨,"서울특별시 용산구 청파로 40, 3층(한강로3가,삼구빌딩)",37.5317631,126.9560302,도매 및 소매업,중견기업 65,0,0,1,1,5,=,0,1,1
2021,(주)인성아이티,"서울특별시 영등포구 양평로22길21, 코오롱디지털타워 203~4호",도매 및 소매업,0,0,1,1,,2022,(주)인성아이티,"서울특별시 영등포구 양평로22길 21, A203,204호(양평동5가,선유도코오롱디지털타워)",37.5399348,126.8942845,도매 및 소매업,중소기업 18,0,0,1,1,5,=,0,0,2
2021,(주)투와이드컴퍼니,"서울특별시 강남구 남부순환로351길 19, 4층,6층 (도곡동)",정보통신업,0,0,1,1,,2022,(주)투와이드컴퍼니,"서울특별시 강남구 남부순환로351길 19, 4,6층(도곡동)",37.48601,127.0341035,정보통신업,중소기업 69,0,0,1,1,5,=,0,0,2
2021,(주)플립커뮤니케이션즈,"서울특별시 강남구 도산대로24길 7, 효진빌딩 3층",정보통신업,0,1,0,1,,2022,(주)플립커뮤니케이션즈,"서울특별시 강남구 학동로11길 20-7, 플립타워",37.5139219,127.025121,정보통신업,중소기업 103,0,1,0,1,5,=,0,2,0
2021,넥시큐어시스템테크놀로지(주),"서울특별시 영등포구 국회대로68길 11, 401호 (여의도동, 삼보호정빌딩)",정보통신업,0,0,1,1,,2022,넥시큐어시스템테크놀로지(주),"서울특별시 영등포구 국회대로68길 11, 401호(여의도동,삼보호정빌딩)",37.5291772,126.9196429,정보통신업,중소기업 27,0,0,1,1,5,=,0,0,2
2021,모락스트레이딩(주),"서울특별시 중구 서소문로 116 (서소문동, 유원빌딩)",제조업,1,0,0,1,,2022,모락스트레이딩(주),"서울특별시 중구 서소문로 116(서소문동,유원빌딩)",37.5627296,126.9739978,제조업,중소기업 70,1,0,0,1,5,=,2,0,0
2021,법무법인 비트,"서울특별시 강남구 영동대로 735, 9층(청담동)","전문, 과학 및 기술 서비스업",0,0,1,1,,2022,법무법인 비트,"서울특별시 강남구 영동대로 735, 8,9층(청담동,골프존타워서울) ",37.5233198,127.0545365,"전문, 과학 및 기술 서비스업",중소기업 21,0,0,1,1,5,=,0,0,2
2021,세기정보통신(주),"서울특별시 구로구 디지털로 272, 1213호(구로동, 한신아이티타워)",정보통신업,0,0,1,1,,2022,세기정보통신(주),"서울특별시 구로구 디지털로 272, 1213호(구로동,한신IT타워)",37.4824724,126.894424,정보통신업,중소기업 85,0,0,1,1,5,=,0,0,2
2021,아이리노테크 주식회사,"서울특별시 구로구 디지털로 271, 408호 (구로동, 벽산디지털밸리Ⅲ)",도매 및 소매업,0,0,1,1,,2022,아이리노테크 주식회사,"서울특별시 구로구 디지털로 271, 408호",37.4831253,126.8937032,도매 및 소매업,중소기업 15,0,0,1,1,5,=,0,0,2
2021,오브젠 주식회사,"서울특별시 영등포구 여의대로 14, 12층 (여의도동, KT여의도지점)",정보통신업,1,0,0,1,,2022,오브젠 주식회사,"서울특별시 영등포구 여의대로 14, 12층(여의도동,KT여의도타워)",37.5215802,126.9191389,정보통신업,중소기업 183,1,0,0,1,5,=,2,0,0
2021,온라인바다(주),"서울특별시 금천구 서부샛길 606, B동 2703호 (가산동, 대성디폴리스지식산업센터)",정보통신업,0,1,0,1,,2022,온라인바다(주),"서울특별시 금천구 서부샛길 606, B동 2703호(가산동,대성디폴리스지식산업센터)",37.47927853,126.8763739,정보통신업,중소기업 12,0,1,0,1,5,=,0,2,0
2021,이노테크놀로지 주식회사,"서울특별시 금천구 가산디지털2로 184, 1112~1113호 (가산동, 벽산디지털밸리2차)",도매 및 소매업,0,0,1,1,,2022,이노테크놀로지 주식회사,"서울특별시 금천구 가산디지털2로 184, 1110,1112,1113호(가산동,벽산디지털밸리2차)",37.4839124,126.8780977,도매 및 소매업,중소기업 61,0,0,1,1,5,=,0,0,2
2021,이에스콘트롤스(주),서울특별시 강남구 언주로94길 9-1 (역삼동),제조업,0,0,1,1,,2022,이에스콘트롤스(주),"서울특별시 강남구 언주로 94길 9-1, 2층(역삼동)",37.5046691,127.0427643,제조업,중소기업 18,1,0,0,1,5,=,1,0,1
2021,주식회사 매스티지,"서울특별시 마포구 동교로23길 6, 1층, 5층 (동교동, 달리빌딩)",정보통신업,0,0,1,1,,2022,주식회사 매스티지,"서울특별시 마포구 동교로23길 6, 1층(동교동,달리빌딩)",37.5565906,126.9210865,정보통신업,중소기업,0,0,1,1,5,=,0,0,2
2021,주식회사 미르테크,"서울특별시 서초구 사임당로 64, 3층 (서초동, 교대벤처타워)",정보통신업,0,1,0,1,,2022,주식회사 미르테크,"서울특별시 서초구 사임당로 64, 3층(서초동,교대벤처타워)",37.4888506,127.0169124,정보통신업,중소기업 20,0,1,0,1,5,=,0,2,0
2021,주식회사 솔박스,"서울특별시 강남구 테헤란로124, 10층 (역삼동, 삼원타워)",정보통신업,0,1,0,1,,2022,주식회사 솔박스,"서울특별시 강남구 테헤란로 124, 10층(역삼동,삼원타워)",37.4987464,127.03169,정보통신업,중소기업 76,0,1,0,1,5,=,0,2,0
