선정된해, 사업장명21,소재지21,업종21,임금21,일생활균형21,고용안정21,비고,선정된해, 사업장명22,소재지22,업종22,임금22,일생활균형22,고용안정22,비고
2021,(주)클루닉스,"서울특별시 영등포구 경인로 775, 1동 1206호 (문래동3가, 에이스하이테크시티)",정보통신업,1,0,1,2,2022,(주)클루닉스,"서울특별시 영등포구 경인로 775, 1동 1206호(문래동3가,에이스하이테크시티)",정보통신업,1,1,0,2
,,,,,,,,,,,,,,,
2021,(주)라파스,"서울특별시 강서구 마곡중앙8로1길 62(마곡동, 라파스)",제조업,1,1,0,2,2022,(주)라파스,서울특별시 강서구 마곡중앙8로1길 62(마곡동) ,제조업,1,0,1,2
2021,(주)아미크,"서울특별시 성동구 성수일로 10, 1405-1406호(성수동1가, 서울숲 ITCT 지식산업센터)",정보통신업,1,1,0,2,2022,(주)아미크,"서울특별시 성동구 성수일로 10, 1405,1406호(성수동1가,서울숲ITCT지식산업센터)",정보통신업,1,0,1,2
,,,,,,,,,,,,,,,
2021,(주)브레인콜라,"서울특별시 서초구 강남대로 311, 706호 (서초동, 한화드림플러스)",정보통신업,1,0,1,2,2022,(주)브레인콜라,"서울특별시 서초구 강남대로 311, 1201호(드림플러스 강남)",정보통신업,1,0,1,2
2021,(주)컨트롤웍스,"서울특별시 강남구 언주로81길 13, 진일빌딩 3층 301호",도매 및 소매업,1,0,1,2,2022,(주)컨트롤웍스,"서울특별시 강남구 언주로81길 13, 3층(진일빌딩)",도매 및 소매업,1,0,1,2
2021,(주)콜텍,"서울특별시 강서구 화곡로61길 59 (등촌동, 그린빌딩)",제조업,1,0,1,2,2022,(주)콜텍,"서울특별시 강서구 화곡로61길 59(등촌동,콜텍빌딩)",제조업,1,0,1,2
2021,주식회사 리스너,"서울특별시 강남구 선릉로93길 27, 9층(역삼동, 아름빌딩)",정보통신업,1,0,1,2,2022,주식회사 리스너,"서울특별시 강남구 선릉로93길 27, 9층(역삼동,아름빌딩) ",정보통신업,1,0,1,2
2021,주식회사 이바이오젠,"서울특별시 영등포구 선유로13길 25, 304-1호 (문래동6가, 에이스하이테크시티2)","전문, 과학 및 기술 서비스업",1,0,1,2,2022,주식회사 이바이오젠,"서울특별시 성동구 뚝섬로17가길 48, 405호(성수동2가,성수에이원센터)","전문, 과학 및 기술 서비스업",1,0,1,2
2021,희래 주식회사,"서울특별시 강남구 강남대로 302, 15층 (역삼동, 동희빌딩)",도매 및 소매업,1,0,1,2,2022,희래 주식회사,"서울특별시 강남구 강남대로 302, 15층(역삼동,동희빌딩)",도매 및 소매업,1,0,1,2
,,,,,,,,,,,,,,,
2021,주식회사 대흥정보,"서울특별시 영등포구 문래북로 116, 트리플렉스 403호",정보통신업,0,1,1,2,2022,주식회사 대흥정보,"서울특별시 영등포구 문래북로 116, 403호(문래동3가,트리플렉스)",정보통신업,1,0,1,2
,,,,,,,,,,,,,,,
2021,(주)인더포레스트,"서울특별시 강남구 테헤란로77길 11-18, 5층 (삼성동, 창애빌딩)",정보통신업,1,0,1,2,2022,(주)인더포레스트,"서울특별시 강남구 테헤란로77길 11-18, 창애빌딩 5층",정보통신업,0,1,1,2
,,,,,,,,,,,,,,,
2021,(주)셀메이트,"서울특별시 마포구 만리재로 47, 공덕코어빌딩 3층, 5층 (신공덕동)",정보통신업,0,1,1,2,2022,(주)셀메이트,"서울특별시 마포구 만리재로 47, 3층,5층(신공덕동,공덕코어빌딩)",정보통신업,0,1,1,2
2021,(주)씨에스피아이,"서울특별시 서초구 바우뫼로27길 7-31, 예원빌딩 10층 (양재동)",정보통신업,0,1,1,2,2022,(주)씨에스피아이,"서울특별시 서초구 강남대로 222-6, 7층(Zinam빌딩)",정보통신업,0,1,1,2
2021,(주)애드캡슐소프트,"서울특별시 서초구 동광로12길 84, 성산관 4층",정보통신업,0,1,1,2,2022,(주)애드캡슐소프트,"서울특별시 서초구 동광로12길 84, 성산관 4층",정보통신업,0,1,1,2
2021,(주)에스큐브아이,"서울특별시 서초구 동산로 23, 베델회관 3층",정보통신업,0,1,1,2,2022,(주)에스큐브아이,"서울특별시 서초구 동산로 23, 3층(양재동,베델회관)",정보통신업,0,1,1,2
2021,(주)오엠인터랙티브,"서울특별시 성동구 성수이로22길 37, 502호 (성수동2가, 성수동 아크벨리)",정보통신업,0,1,1,2,2022,(주)오엠인터랙티브,"서울특별시 성동구 성수이로22길 37, 502호(성수동2가,아크밸리)",정보통신업,0,1,1,2
2021,(주)유니정보,"서울특별시 금천구 가산디지털1로 171, 513호 (가산동, 가산 SK V1 센터)",도매 및 소매업,0,1,1,2,2022,(주)유니정보,"서울특별시 금천구 가산디지털1로 171, 513호(가산동,SK V1센터)",도매 및 소매업,0,1,1,2
2021,(주)유브레인커뮤니케이션즈,"서울특별시 마포구 창전로 90, 6층 (신수동, 지씨빌딩)","전문, 과학 및 기술 서비스업",0,1,1,2,2022,(주)유브레인커뮤니케이션즈,"서울특별시 마포구 창전로 90, 6층(신수동,지씨빌딩)","전문, 과학 및 기술 서비스업",0,1,1,2
2021,(주)지오시스템,서울특별시 마포구 토정로14길 27,도매 및 소매업,0,1,1,2,2022,(주)지오시스템,서울특별시 마포구 토정로14길 27(신정동),도매 및 소매업,0,1,1,2
2021,(주)토미구조엔지니어링,"서울특별시 구로구 디지털로31길 41, 508호 (구로동, 이앤씨벤처드림타워6차)","전문, 과학 및 기술 서비스업",0,1,1,2,2022,(주)토미구조엔지니어링,"서울특별시 구로구 디지털로31길 41, 508호(구로동, 이앤씨벤처드림타워6차)","전문, 과학 및 기술 서비스업",0,1,1,2
2021,(주)휴노,"서울특별시 마포구 마포대로 109, 101동 1002~1004호 (공덕동, 롯데캐슬프레지던트)",정보통신업,0,1,1,2,2022,(주)휴노,"서울특별시 마포구 마포대로 109, 101동 1002~1004호(공덕동,롯데캐슬프레지던트)",정보통신업,0,1,1,2
2021,주식회사 가인지캠퍼스,"서울특별시 마포구 토정로 12-3, 4층 (합정동)",도매 및 소매업,0,1,1,2,2022,주식회사 가인지캠퍼스,"서울특별시 마포구 토정로 16, 2층",도매 및 소매업,0,1,1,2
2021,주식회사 애드인텔리전스,"서울특별시 광진구 천호대로110길 7, 6~7층(능동, 마주빌딩) ",정보통신업,0,1,1,2,2022,주식회사 애드인텔리전스,"서울특별시 광진구 천호대로110길 7, 6층(능동,마주빌딩)",정보통신업,0,1,1,2
,,,,,,,,,,,,,,,
2021,에스큐아이소프트(주),"서울특별시 영등포구 선유로3길 10, 13층(문래동5가, 하우스디 비즈)",정보통신업,1,0,0,1,2022,에스큐아이소프트(주),"서울특별시 영등포구 선유로3길 10, 13층(문래동5가,하우스디비즈)",정보통신업,1,1,0,2
,,,,,,,,,,,,,,,
2021,씨이에프건설(주),"서울특별시 강남구 논현로30길 24, 3층 301호(도곡동, 대호빌딩)",기타,1,0,0,1,2022,씨이에프건설(주),"서울특별시 강남구 논현로30길 24, 3층(도곡동,대호빌딩)",기타,1,0,1,2
,,,,,,,,,,,,,,,
2021,(주)아이티레이,"서울특별시 금천구 가산디지털1로 45, 704호 (가산동, 이앤씨드림타워8차)",도매 및 소매업,0,1,0,1,2022,(주)아이티레이,"서울특별시 금천구 가산디지털1로 45, 704호(가산동,이앤씨드림타워8차)",도매 및 소매업,1,1,0,2
2021,(주)클라모스,"서울특별시 구로구 디지털로242, 한화비즈메트로1차 708호, 709호",정보통신업,0,1,0,1,2022,(주)클라모스,"서울특별시 구로구 디지털로 242, 709호(구로동, 한화비즈메트로1차)",정보통신업,1,1,0,2
,,,,,,,,,,,,,,,
2021,(주)골든민커뮤니케이션,"서울특별시 종로구 종로 5길 58, 11층(수송동,석탄회관)",도매 및 소매업,0,0,1,1,2022,(주)골든민커뮤니케이션,"서울특별시 종로구 종로5길 58, 11층(수송동,석탄회관)",도매 및 소매업,1,0,1,2
2021,(주)온피아,"서울특별시 구로구 디지털로33길 55, 405호(구로동, 이엔씨벤처드림타워2차)",정보통신업,0,0,1,1,2022,(주)온피아,"서울특별시 구로구 디지털로34길 55, 1004호(구로동,이앤씨벤처드림타워2차)",정보통신업,1,0,1,2
2021,(주)원인터시스템,"서울특별시 강남구 자곡로7길 4, 102호~104호(자곡동, 아세아ICT센터)",도매 및 소매업,0,0,1,1,2022,(주)원인터시스템,"서울특별시 강남구 자곡로 7길4, 102~104호(자곡동,아세아ICT센터)",도매 및 소매업,1,0,1,2
2021,(주)지테크시스템,"서울특별시 금천구 가산디지털2로 70, 1905호(대륭테크노타운19차)",제조업,0,0,1,1,2022,(주)지테크시스템,"서울특별시 금천구 가산디지털2로 70, 817,1901~1906,1916~1918호(가산동,대륭테크노타운19차)",제조업,1,0,1,2
2021,주식회사 마담,"서울특별시 성동구 성수이로 119, 5층(성수동2가, 덕산빌딩)","전문, 과학 및 기술 서비스업",0,0,1,1,2022,주식회사 마담,"서울특별시 성동구 성수이로 119, 5층(성수동2가,덕산빌딩)","전문, 과학 및 기술 서비스업",1,0,1,2
,,,,,,,,,,,,,,,
2021,(주)모스티소프트,"서울특별시 영등포구 여의나루로 67, 17층(여의도동, 신송빌딩)",정보통신업,0,0,1,1,2022,(주)모스티소프트,"서울특별시 영등포구 여의나루로 67, 17층(여의도동,신송빌딩)",정보통신업,0,1,1,2
2021,(주)아리네트웍스,"서울특별시 성동구 아차산로 144, 301호(성수동2가, 우영테크노센터)",도매 및 소매업,0,0,1,1,2022,(주)아리네트웍스,"서울특별시 성동구 아차산로 144, 301호(성수동2가,우영테크노센터)",도매 및 소매업,0,1,1,2
2021,(주)이노티브아이엔씨,"서울특별시 금천구 디지털로9길 99, 611~612호 (가산동, 스타밸리)",도매 및 소매업,0,0,1,1,2022,(주)이노티브아이엔씨,"서울특별시 금천구 디지털로9길 99, 611~612호(가산동,스타밸리)",도매 및 소매업,0,1,1,2
2021,(주)코마츠코리아,"서울특별시 마포구 마포대로 53, A동 1007호 (도화동, 마포트라팰리스)",도매 및 소매업,0,0,1,1,2022,(주)코마츠코리아,"서울특별시 마포구 마포대로 53, A동 1007호(도화동,마포트라팰리스)",도매 및 소매업,0,1,1,2
2021,주식회사 뉴본홀딩스,서울특별시 강남구 테헤란로28길 41(역삼동),"전문, 과학 및 기술 서비스업",0,0,1,1,2022,주식회사 뉴본홀딩스,"서울특별시 강남구 역삼로73길 5(대치동,아크디뉴본) ","전문, 과학 및 기술 서비스업",0,1,1,2
2021,주식회사 레뷰코퍼레이션,서울특별시 강남구 논현로135길 29 (논현동),"전문, 과학 및 기술 서비스업",0,0,1,1,2022,주식회사 레뷰코퍼레이션,서울특별시 강남구 논현로135길 29(논현동),"전문, 과학 및 기술 서비스업",0,1,1,2
2021,코아인텍 주식회사,"서울특별시 영등포구 양평로21길 26, 1303호(양평동5가, 선유도역1차아이에스비즈타워)",도매 및 소매업,0,0,1,1,2022,코아인텍 주식회사,"서울특별시 영등포구 양평로21길 26, 1303호(양평동5가,아이에스비즈타워1차)",도매 및 소매업,0,1,1,2
,,,,,,,,,,,,,,,
2021,(주)사이냅소프트,"서울특별시 구로구 디지털로33길 12, 906호(구로동, 우림이비지센터2차)",정보통신업,1,1,1,3,2022,(주)사이냅소프트,"서울특별시 강서구 마곡중앙4로 62(마곡동,사이냅소프트 R&D센터)",정보통신업,1,0,0,1
2021,주식회사 마크애니,"서울특별시 중구 퇴계로 286, 7층, 10층(쌍림동, 쌍림빌딩)",정보통신업,1,1,1,3,2022,주식회사 마크애니,"서울특별시 중구 퇴계로 286, 10층(쌍림동,쌍림빌딩)",정보통신업,1,0,0,1
,,,,,,,,,,,,,,,
2021,(주)나온웍스,"서울특별시 구로구 디지털로 271, 711호(구로동, 벽산디지털밸리Ⅲ)",정보통신업,1,1,1,3,2022,(주)나온웍스,"서울특별시 구로구 디지털로 271, 711호(구로동,벽산디지털밸리3차)",정보통신업,0,1,0,1
2021,(주)유창하이텍,"서울특별시 영등포구 버드나루로 50, 2층(영등포동2가, 리버타워오피스텔) ",제조업,1,1,1,3,2022,(주)유창하이텍,"서울특별시 영등포구 버드나루로50, 리버타워 2층",제조업,0,1,0,1
2021,(주)이노시뮬레이션,"서울특별시 강서구 마곡중앙8로7길 5(마곡동, 이노캠퍼스)","전문, 과학 및 기술 서비스업",1,1,1,3,2022,(주)이노시뮬레이션,"서울특별시 강서구 마곡중앙8로7길 5(마곡동,이노캠퍼스)","전문, 과학 및 기술 서비스업",0,1,0,1
2021,(주)인사커뮤니케이션,"서울특별시 성동구 연무장5가길 25, SK V1타워 1007호",정보통신업,1,1,1,3,2022,(주)인사커뮤니케이션,"서울특별시 성동구 연무장5가길 25, 1007호(성수동2가,SK V1타워)",정보통신업,0,1,0,1
,,,,,,,,,,,,,,,
2021,(주)아이비즈소프트웨어,"서울특별시 영등포구 선유로 70,  1301호(문래동3가, 우리벤처타운2)",정보통신업,1,1,1,3,2022,(주)아이비즈소프트웨어,"서울특별시 영등포구 선유로 70, 1301호(문래동3가,우리벤처타운2)",정보통신업,0,0,1,1
2021,(주)에스엔제이,"서울특별시 구로구 디지털로31길 19, 604호 (구로동, 에이스테크노타워Ⅱ)",제조업,1,1,1,3,2022,(주)에스엔제이,"서울특별시 구로구 디지털로31길 19, 604호(구로동,에이스테크노타워Ⅱ)",제조업,0,0,1,1
2021,(주)이든앤앨리스마케팅,"서울특별시 서초구 강남대로 483, 청호타워 12층","전문, 과학 및 기술 서비스업",1,1,1,3,2022,(주)이든앤앨리스마케팅,"서울특별시 강남구 테헤란로87길 36, 1505~7호(삼성동,도심공항타워)","전문, 과학 및 기술 서비스업",0,0,1,1
2021,(주)트랜서핑,서울특별시 종로구 율곡로5길 12-2(안국동),도매 및 소매업,1,1,1,3,2022,(주)트랜서핑,서울특별시 종로구 율곡로5길 12-2(안국동) ,도매 및 소매업,0,0,1,1
,,,,,,,,,,,,,,,
2021,(주)트루엔,"서울특별시 구로구 디지털로33길 28, 1309호 (구로동, 우림이비지센터1차)",제조업,1,1,0,2,2022,(주)트루엔,"서울특별시 구로구 디지털로33길 28, 1309호(구로동,우림이비지센터1차)",제조업,1,0,0,1
2021,주식회사 비투엔,"서울특별시 영등포구 선유로 146, 2층 210호(양평동3가, 이앤씨드림타워)",정보통신업,1,1,0,2,2022,주식회사 비투엔,"서울특별시 영등포구 선유로 146, 210호(양평동3가,이앤씨드림타워)",정보통신업,1,0,0,1
,,,,,,,,,,,,,,,
2021,(주)잉카엔트웍스,"서울특별시 강남구 논현로 608, 1층 (논현동, 덕수빌딩)",정보통신업,1,0,1,2,2022,(주)잉카엔트웍스,"서울특별시 강남구 논현로 608, 1층(논현동,덕수빌딩)",정보통신업,1,0,0,1
2021,(주)크로니아이티,"서울특별시 송파구 중대로 113, 전기회관 5층",정보통신업,1,0,1,2,2022,(주)크로니아이티,"서울특별시 송파구 중대로 113, 5층(가락동,전기회관)",정보통신업,1,0,0,1
,,,,,,,,,,,,,,,
2021,(주)정도유아이티,"서울특별시 강남구 테헤란로38길 29, 5층(역삼동, 이원빌딩)",정보통신업,1,1,0,2,2022,(주)정도유아이티,"서울특별시 강남구 테헤란로38길 29, 5층(역삼동,이원빌딩)",정보통신업,0,1,0,1
2021,주식회사 새누,"서울특별시 금천구 가산디지털1로 171, 912~918호(가산동, 가산 SK V1센터)",정보통신업,1,1,0,2,2022,주식회사 새누,"서울특별시 금천구 가산디지털1로 171, 912~918호(가산동,SK V1 센터)",정보통신업,0,1,0,1
,,,,,,,,,,,,,,,
2021,(주)조아라,"서울특별시 금천구 가산디지털1로 131, B동 21층 2104호 (가산동, BYC HIGHCITY 지식산업센터)",정보통신업,1,0,1,2,2022,(주)조아라,"서울특별시 금천구 가산디지털1로 131, B동 2104호(가산동,비와이씨하이시티 지식산업센터)",정보통신업,0,1,0,1
,,,,,,,,,,,,,,,
2021,(주)익진엔지니어링,"서울특별시 강남구 역삼로 124, 청보빌딩 6층",기타,1,0,1,2,2022,(주)익진엔지니어링,"서울특별시 강남구 역삼로 124, 6층(역삼동,청보빌딩)",기타,0,0,1,1
2021,(주)제이에프엠테크,"서울특별시 구로구 디지털로26길 123, 1604호(구로동, 지플러스타워)",도매 및 소매업,1,0,1,2,2022,(주)제이에프엠테크,"서울특별시 구로구 디지털로26길 123, 1604호(구로동,지플러스타워) ",도매 및 소매업,0,0,1,1
2021,삼정데이타서비스(주),"서울특별시 구로구 디지털로 306 , 4층 416호,417호,421호(구로동, 대륭포스트타워2차)",정보통신업,1,0,1,2,2022,삼정데이타서비스(주),"서울특별시 구로구 디지털로 306, 416,417,421호(구로동,대륭포스트타워2차)",정보통신업,0,0,1,1
,,,,,,,,,,,,,,,
2021,(주)고려아카데미컨설팅,"서울특별시 금천구 디지털로9길 32, B동 17층 (가산동, 갑을그레이트밸리)",기타,0,1,1,2,2022,(주)고려아카데미컨설팅,"서울특별시 금천구 디지털로9길 32, B동 17층(가산동,갑을그레이트벨리)",기타,0,1,0,1
2021,(주)다미화학,"서울특별시 금천구 가산디지털2로 184, 709호 (가산동, 벽산디지털밸리2차)",도매 및 소매업,0,1,1,2,2022,(주)다미화학,"서울특별시 금천구 가산디지털2로 184, 709호(가산동,벽산디지털밸리2차)",도매 및 소매업,0,1,0,1
2021,(주)트리플하이엠,"서울특별시 금천구 디지털로121, 에이스가산타워 10층","전문, 과학 및 기술 서비스업",0,1,1,2,2022,(주)트리플하이엠,"서울특별시 금천구 디지털로 121, 10층(가산동,에이스가산타워)","전문, 과학 및 기술 서비스업",0,1,0,1
2021,대신통신기술(주),"서울특별시 영등포구 버드나루로 9, 3~4층(영등포동2가, 천일빌딩)",기타,0,1,1,2,2022,대신통신기술(주),"서울특별시 영등포구 버드나루로 9, 3,4층(영등포동2가,천일빌딩)",기타,0,1,0,1
,,,,,,,,,,,,,,,
2021,주식회사 제이콥시스템,"서울특별시 송파구 송파대로 201, B동 1319~1321호 (문정동, 송파 테라타워2)",정보통신업,0,1,1,2,2022,주식회사 제이콥시스템,"서울특별시 송파구 송파대로 201, B동 1313호,1319~1321호(문정동,송파테라타워2)",정보통신업,0,0,1,1
,,,,,,,,,,,,,,,
2021,(주)단해,"서울특별시 강서구 마곡중앙로 165, 1201호(안강프라이빗타워)",제조업,1,0,0,1,2022,(주)단해,"서울특별시 강서구 마곡중앙로 165, 1201호(마곡동,프라이빗타워) ",제조업,1,0,0,1
2021,(주)서울스탠다드,"서울특별시 금천구 가산디지털1로 233, 에이스하이엔드타워 9차 407호",제조업,1,0,0,1,2022,(주)서울스탠다드,"서울특별시 금천구 가산디지털1로 233, 3층(가산동,에이스하이엔드타워9차)",제조업,1,0,0,1
2021,(주)웨인테크놀로지,"서울특별시 구로구 디지털로 34길 55, 1314~1315호(구로동, 코오롱싸이언스밸리2차)",정보통신업,1,0,0,1,2022,(주)웨인테크놀로지,"서울특별시 구로구 디지털로34길 55, 1314~1315호(구로동,코오롱싸이언스밸리2차)",정보통신업,1,0,0,1
2021,모락스트레이딩(주),"서울특별시 중구 서소문로 116 (서소문동, 유원빌딩)",제조업,1,0,0,1,2022,모락스트레이딩(주),"서울특별시 중구 서소문로 116(서소문동,유원빌딩)",제조업,1,0,0,1
2021,오브젠 주식회사,"서울특별시 영등포구 여의대로 14, 12층 (여의도동, KT여의도지점)",정보통신업,1,0,0,1,2022,오브젠 주식회사,"서울특별시 영등포구 여의대로 14, 12층(여의도동,KT여의도타워)",정보통신업,1,0,0,1
,,,,,,,,,,,,,,,
2021,이에스콘트롤스(주),서울특별시 강남구 언주로94길 9-1 (역삼동),제조업,0,0,1,1,2022,이에스콘트롤스(주),"서울특별시 강남구 언주로 94길 9-1, 2층(역삼동)",제조업,1,0,0,1
,,,,,,,,,,,,,,,
2021,(주)다래전략사업화센터,"서울특별시 강남구 테헤란로 132, 11층 (역삼동, 한독약품빌딩)","전문, 과학 및 기술 서비스업",0,1,0,1,2022,(주)다래전략사업화센터,"서울특별시 강남구 테헤란로 132, 한독빌딩 11층","전문, 과학 및 기술 서비스업",0,1,0,1
2021,(주)다임즈,"서울특별시 구로구 디지털로273, 1105호 (구로동, 에이스트윈타워2차)",정보통신업,0,1,0,1,2022,(주)다임즈,"서울특별시 구로구 디지털로 273, 1105호(구로동,에이스트윈타워2차) ",정보통신업,0,1,0,1
2021,(주)디에스티인터내셔날,"서울특별시 금천구 가산디지털1로 149, 12층 1201호~1205호(가산동,신한이노플렉스)",정보통신업,0,1,0,1,2022,(주)디에스티인터내셔날,"서울특별시 금천구 가산디지털1로 149, 1201~1205호(신한이노플렉스)",정보통신업,0,1,0,1
2021,(주)솔루텍시스템,"서울특별시 영등포구 영신로 220, 1104호 (영등포동8가, 케이엔케이디지털타워)",정보통신업,0,1,0,1,2022,(주)솔루텍시스템,"서울특별시 영등포구 영신로 220, 1104호(영등포동8가,KnK디지털타워)",정보통신업,0,1,0,1
2021,(주)아이센트,"서울특별시 성동구 아차산로17길 49, 성수 생각공장 데시앙플렉스 1515호",정보통신업,0,1,0,1,2022,(주)아이센트,"서울특별시 성동구 아차산로17길 49, 1515호(성수동2가,생각공장 데시앙플렉스)",정보통신업,0,1,0,1
2021,(주)플립커뮤니케이션즈,"서울특별시 강남구 도산대로24길 7, 효진빌딩 3층",정보통신업,0,1,0,1,2022,(주)플립커뮤니케이션즈,"서울특별시 강남구 학동로11길 20-7, 플립타워",정보통신업,0,1,0,1
2021,온라인바다(주),"서울특별시 금천구 서부샛길 606, B동 2703호 (가산동, 대성디폴리스지식산업센터)",정보통신업,0,1,0,1,2022,온라인바다(주),"서울특별시 금천구 서부샛길 606, B동 2703호(가산동,대성디폴리스지식산업센터)",정보통신업,0,1,0,1
2021,주식회사 미르테크,"서울특별시 서초구 사임당로 64, 3층 (서초동, 교대벤처타워)",정보통신업,0,1,0,1,2022,주식회사 미르테크,"서울특별시 서초구 사임당로 64, 3층(서초동,교대벤처타워)",정보통신업,0,1,0,1
2021,주식회사 솔박스,"서울특별시 강남구 테헤란로124, 10층 (역삼동, 삼원타워)",정보통신업,0,1,0,1,2022,주식회사 솔박스,"서울특별시 강남구 테헤란로 124, 10층(역삼동,삼원타워)",정보통신업,0,1,0,1
,,,,,,,,,,,,,,,
2021,(주)이엠텍아이엔씨,"서울특별시 용산구 청파로 40, 3층 (한강로3가, 삼구빌딩)",도매 및 소매업,0,1,0,1,2022,(주)이엠텍아이엔씨,"서울특별시 용산구 청파로 40, 3층(한강로3가,삼구빌딩)",도매 및 소매업,0,0,1,1
,,,,,,,,,,,,,,,
2021,(주)시큐레이어,"서울특별시 성동구 성수일로 4길 25, 1407호(성수동2가, 서울숲코오롱디지털타워)",정보통신업,0,0,1,1,2022,(주)시큐레이어,"서울특별시 성동구 성수일로4길 25, 1407호(성수동2가,서울숲코오롱디지털타워)",정보통신업,0,0,1,1
2021,(주)오픈프레스,"서울특별시 성동구 상원1길 26, 서울숲에이타워 406호,407호","전문, 과학 및 기술 서비스업",0,0,1,1,2022,(주)오픈프레스,"서울특별시 성동구 상원1길 26, 406,407호(성수동1가,서울숲에이타워)","전문, 과학 및 기술 서비스업",0,0,1,1
2021,(주)인성아이티,"서울특별시 영등포구 양평로22길21, 코오롱디지털타워 203~4호",도매 및 소매업,0,0,1,1,2022,(주)인성아이티,"서울특별시 영등포구 양평로22길 21, A203,204호(양평동5가,선유도코오롱디지털타워)",도매 및 소매업,0,0,1,1
2021,(주)투와이드컴퍼니,"서울특별시 강남구 남부순환로351길 19, 4층,6층 (도곡동)",정보통신업,0,0,1,1,2022,(주)투와이드컴퍼니,"서울특별시 강남구 남부순환로351길 19, 4,6층(도곡동)",정보통신업,0,0,1,1
2021,넥시큐어시스템테크놀로지(주),"서울특별시 영등포구 국회대로68길 11, 401호 (여의도동, 삼보호정빌딩)",정보통신업,0,0,1,1,2022,넥시큐어시스템테크놀로지(주),"서울특별시 영등포구 국회대로68길 11, 401호(여의도동,삼보호정빌딩)",정보통신업,0,0,1,1
2021,법무법인 비트,"서울특별시 강남구 영동대로 735, 9층(청담동)","전문, 과학 및 기술 서비스업",0,0,1,1,2022,법무법인 비트,"서울특별시 강남구 영동대로 735, 8,9층(청담동,골프존타워서울) ","전문, 과학 및 기술 서비스업",0,0,1,1
2021,세기정보통신(주),"서울특별시 구로구 디지털로 272, 1213호(구로동, 한신아이티타워)",정보통신업,0,0,1,1,2022,세기정보통신(주),"서울특별시 구로구 디지털로 272, 1213호(구로동,한신IT타워)",정보통신업,0,0,1,1
2021,아이리노테크 주식회사,"서울특별시 구로구 디지털로 271, 408호 (구로동, 벽산디지털밸리Ⅲ)",도매 및 소매업,0,0,1,1,2022,아이리노테크 주식회사,"서울특별시 구로구 디지털로 271, 408호",도매 및 소매업,0,0,1,1
2021,이노테크놀로지 주식회사,"서울특별시 금천구 가산디지털2로 184, 1112~1113호 (가산동, 벽산디지털밸리2차)",도매 및 소매업,0,0,1,1,2022,이노테크놀로지 주식회사,"서울특별시 금천구 가산디지털2로 184, 1110,1112,1113호(가산동,벽산디지털밸리2차)",도매 및 소매업,0,0,1,1
2021,주식회사 매스티지,"서울특별시 마포구 동교로23길 6, 1층, 5층 (동교동, 달리빌딩)",정보통신업,0,0,1,1,2022,주식회사 매스티지,"서울특별시 마포구 동교로23길 6, 1층(동교동,달리빌딩)",정보통신업,0,0,1,1
2021,주식회사 에코아이티,"서울특별시 강남구 테헤란로78길 14-6, 5층(대치동, 동성빌딩)",정보통신업,0,0,1,1,2022,주식회사 에코아이티,"서울특별시 강남구 테헤란로78길 14-6, 5층(대치동,동성빌딩)",정보통신업,0,0,1,1
2021,피에스피에프앤디 주식회사,"서울특별시 송파구 송이로 99, 2층(가락동, PSP빌딩)",도매 및 소매업,0,0,1,1,2022,피에스피에프앤디 주식회사,"서울특별시 송파구 송이로 99, 피에스피빌딩 2층전관",도매 및 소매업,0,0,1,1
